type,ip_addr,country_code,classification,blacklist
ip,35.203.211.147,US,malicious,Malicious Host|HoneyDB|2023-05-08 00:00:00|2023-12-04 00:00:00;ET CINS Active Threat Intelligence Poor Reputation IP TCP|Emerging Threats|2023-04-21 11:49:35|2024-04-14 18:54:27;ET CINS Active Threat Intelligence Poor Reputation IP UDP|Emerging Threats|2023-04-21 11:49:40|2024-04-14 18:54:38;Malicious Host|CIArmy|2023-04-20 08:13:52|2024-04-16 11:39:56
ip,186.167.81.162,VE,malicious,Mail Spammer|Abuseat.org|2024-02-03 16:04:28|2024-02-03 16:04:28;Malicious Host|HoneyDB|2024-02-02 00:00:00|2024-02-02 00:00:00;Malicious Host|CIArmy|2024-03-01 09:10:04|2024-04-10 12:36:52
ip,205.210.31.202,CA,malicious,Mail Spammer|Blocklist.de|2023-08-31 02:54:53|2023-09-01 02:57:16;IMAP Attacker|Blocklist.de|2023-08-31 02:50:48|2023-09-01 02:53:21;SSH Attacker|Blocklist.de|2023-07-28 04:23:40|2024-01-30 03:25:38;Malicious Host|HoneyDB|2023-04-15 00:00:00|2024-03-28 00:00:00
ip,79.110.62.167,NL,suspicious,Malware Download|URLhaus Abuse.ch|2023-02-20 12:18:22|2023-02-20 12:18:22
ip,79.124.40.70,BG,malicious,Cobalt Strike|ThreatFox Abuse.ch|2023-07-02 11:17:04|2023-07-22 09:17:02;Mail Spammer|Abuseat.org|2023-07-02 11:17:05|2023-07-02 11:17:05;SSH Attacker|Maltiverse|2023-06-18 00:01:06|2023-06-18 00:01:06;FTP Attacker|Maltiverse|2023-06-17 19:23:04|2023-06-17 19:23:04;Hacking|Maltiverse|2023-06-17 19:17:03|2023-07-02 10:30:45;Malicious Host|Maltiverse|2023-06-17 18:44:15|2023-07-02 10:30:45;Bruteforce|Maltiverse|2023-06-17 18:38:21|2023-06-18 00:01:06;Port Scanner|Maltiverse|2023-06-17 18:35:03|2023-07-02 03:37:25;ET CINS Active Threat Intelligence Poor Reputation IP TCP|Emerging Threats|2023-07-27 13:33:37|2024-03-12 15:17:49;ET CINS Active Threat Intelligence Poor Reputation IP UDP|Emerging Threats|2023-07-27 13:33:46|2024-03-12 15:17:58;Malicious Host|CIArmy|2023-07-25 08:20:34|2024-03-20 12:15:08
ip,45.128.96.141,NL,malicious,Mail Spammer|Abuseat.org|2024-04-06 01:09:30|2024-04-06 01:09:30;HTTP Scrapper|Maltiverse|2024-04-02 02:34:01|2024-04-02 02:34:01;Bruteforce|Maltiverse|2024-03-29 22:17:45|2024-03-30 10:13:58;Hacking|Maltiverse|2024-03-29 15:20:33|2024-04-05 20:40:58;Malicious Host|Maltiverse|2024-03-29 15:20:33|2024-04-05 20:40:58;Port Scanner|Maltiverse|2024-03-29 15:15:31|2024-04-06 00:37:30;HTTP Attacker|Maltiverse|2024-03-29 15:15:31|2024-04-05 19:05:30
ip,142.93.246.194,US,malicious,Mail Spammer|Barracuda|2024-04-06 11:48:38|2024-04-06 11:48:38;Mail Spammer|Abuseat.org|2024-04-06 11:48:39|2024-04-06 11:48:39;Malicious Host|CIArmy|2024-04-06 11:48:37|2024-04-14 11:57:52
ip,165.154.41.205,HK,malicious,Mail Spammer|Abuseat.org|2024-03-22 12:02:00|2024-03-22 12:02:00;FTP Attacker|Blocklist.de|2024-03-26 02:42:08|2024-03-27 02:40:50;Malicious Host|CIArmy|2024-03-22 12:01:53|2024-04-16 12:19:42
ip,162.216.150.6,US,malicious,Malicious Host|HoneyDB|2023-05-16 00:00:00|2023-11-14 00:00:00;Malicious Host|CIArmy|2023-04-20 08:28:48|2024-04-16 12:17:19
ip,79.124.60.6,BG,malicious,Mail Spammer|Barracuda|2023-04-15 07:22:24|2023-04-15 07:22:24;DDoS attack|Maltiverse|2023-04-14 17:15:42|2023-04-15 03:16:04;SSH Attacker|Maltiverse|2023-04-09 17:00:32|2023-04-09 17:00:32;Malicious Host|Maltiverse|2023-04-09 16:23:14|2023-04-15 05:28:23;Hacking|Maltiverse|2023-04-09 16:15:48|2023-04-15 05:28:23;Bruteforce|Maltiverse|2023-04-09 16:15:48|2023-04-14 20:24:56;HTTP Scrapper|Maltiverse|2023-04-09 16:15:48|2023-04-09 16:15:48;HTTP Attacker|Maltiverse|2023-04-09 16:15:48|2023-04-10 04:28:16;Port Scanner|Maltiverse|2023-04-09 16:13:39|2023-04-15 07:17:48;ET CINS Active Threat Intelligence Poor Reputation IP TCP|Emerging Threats|2023-04-20 11:59:47|2024-03-18 20:12:02;ET CINS Active Threat Intelligence Poor Reputation IP UDP|Emerging Threats|2023-04-20 11:59:52|2024-03-18 20:12:14;Malicious Host|CIArmy|2023-04-15 07:22:23|2024-03-20 12:15:12
ip,79.124.59.202,,malicious,Proxy|FireHOL|2023-07-02 23:09:29|2023-10-01 23:12:43;Malicious host|Talos Intelligence|2018-07-15 09:04:08|2018-07-15 09:04:08;Unauthorized scanning of hosts|Blocklist.net.ua|2021-05-09 12:05:45|2021-05-12 07:24:34;ET CINS Active Threat Intelligence Poor Reputation IP TCP|Emerging Threats|2023-05-27 10:44:48|2024-03-18 20:12:01;ET CINS Active Threat Intelligence Poor Reputation IP UDP|Emerging Threats|2023-05-27 10:44:53|2024-03-18 20:12:13;Malicious Host|CIArmy|2021-05-09 12:57:31|2024-03-20 12:15:10
ip,91.148.190.130,BG,malicious,SSH Attacker|Maltiverse|2023-05-24 08:59:52|2023-05-24 08:59:52;DDoS attack|Maltiverse|2023-05-24 07:57:37|2023-05-25 03:58:31;Bruteforce|Maltiverse|2023-05-24 06:10:39|2023-05-25 07:24:44;Hacking|Maltiverse|2023-05-24 04:53:48|2023-05-25 03:58:31;Port Scanner|Maltiverse|2023-05-24 04:52:32|2023-05-27 00:10:36;ET CINS Active Threat Intelligence Poor Reputation IP TCP|Emerging Threats|2023-05-27 10:46:32|2024-03-18 20:15:12;ET CINS Active Threat Intelligence Poor Reputation IP UDP|Emerging Threats|2023-05-27 10:46:37|2024-03-18 20:15:29;Malicious Host|CIArmy|2023-05-27 07:23:20|2024-03-20 12:16:38
ip,43.157.99.173,DE,malicious,Mail Spammer|Abuseat.org|2024-01-25 09:18:58|2024-01-25 09:18:58;SSH Attacker|Blocklist.de|2024-02-29 03:25:35|2024-03-01 03:38:48;Malicious Host|HoneyDB|2024-02-01 00:00:00|2024-03-31 00:00:00;Mail Spammer|Blocklist.de|2024-04-06 02:48:06|2024-04-07 03:07:24;ET CINS Active Threat Intelligence Poor Reputation IP TCP|Emerging Threats|2024-01-25 15:14:05|2024-04-14 19:00:39;ET CINS Active Threat Intelligence Poor Reputation IP UDP|Emerging Threats|2024-01-25 15:14:15|2024-04-14 19:00:54;Malicious Host|CIArmy|2024-01-25 09:18:17|2024-04-16 11:43:02
ip,118.193.38.134,HK,malicious,SSH Attacker|Blocklist.de|2024-01-07 03:13:03|2024-01-08 03:12:21;FTP Attacker|Blocklist.de|2024-03-01 02:29:39|2024-03-02 02:27:37;HTTP bot|Blocklist.de|2024-03-10 02:32:56|2024-03-11 02:27:17;Malicious Host|HoneyDB|2024-03-31 00:00:00|2024-03-31 00:00:00;Malicious Host|CIArmy|2024-01-06 08:42:17|2024-04-16 12:04:39
ip,185.242.226.42,NL,malicious,Mail Spammer|Abuseat.org|2024-02-16 09:57:56|2024-02-16 09:57:56;Malicious Host|CIArmy|2024-02-16 09:57:56|2024-04-16 12:25:56
