type,ip_addr,country_code,classification,blacklist
ip,185.106.94.117,RU,malicious,Mail Spammer|Abuseat.org|2023-07-15 08:16:47|2023-07-15 08:16:47;Malicious Host|HoneyDB|2023-07-27 00:00:00|2024-03-27 00:00:00;Malicious Host|CIArmy|2023-07-15 08:16:45|2024-04-18 12:20:29
ip,91.148.190.150,BG,malicious,DDoS attack|Maltiverse|2023-05-25 17:24:35|2023-05-25 17:24:35;Port Scanner|Maltiverse|2023-05-25 07:09:50|2023-05-27 04:37:44;Hacking|Maltiverse|2023-05-25 07:09:49|2023-05-27 04:37:44;Bruteforce|Maltiverse|2023-05-25 07:09:49|2023-05-25 13:50:15;HTTP Scrapper|Maltiverse|2023-05-25 07:09:49|2023-05-25 07:09:49;HTTP Attacker|Maltiverse|2023-05-25 07:09:49|2023-05-25 07:09:49;Malicious Host|CIArmy|2023-05-27 07:23:21|2024-04-21 11:47:16;ET CINS Active Threat Intelligence Poor Reputation IP TCP|Emerging Threats|2023-05-27 10:46:32|2024-04-21 19:47:45;ET CINS Active Threat Intelligence Poor Reputation IP UDP|Emerging Threats|2023-05-27 10:46:37|2024-04-21 19:47:57
ip,118.123.105.93,CN,malicious,Brute force passwords using FTP on server S21|Blocklist.net.ua|2023-09-03 05:24:55|2023-09-03 05:24:55;Brute force passwords using FTP on server S17|Blocklist.net.ua|2023-08-30 05:34:52|2023-09-10 05:21:22;Mail Spammer|Abuseat.org|2023-08-15 07:51:30|2023-08-15 07:51:30;Bruteforce|Maltiverse|2023-08-15 06:09:29|2023-08-15 06:09:29;Hacking|Maltiverse|2023-08-15 05:43:35|2023-08-15 07:35:27;Malicious Host|Maltiverse|2023-08-15 05:03:07|2023-08-15 05:43:35;Port Scanner|Maltiverse|2023-08-15 03:37:32|2023-08-15 07:35:27;Brute force passwords using FTP on server S23|Blocklist.net.ua|2023-09-21 05:45:04|2023-10-20 05:50:14;IMAP Attacker|Blocklist.de|2023-10-20 02:36:11|2023-10-21 02:33:14;Brute force passwords using FTP on server S24|Blocklist.net.ua|2023-11-25 06:08:34|2023-11-25 06:08:34;Brute force passwords using FTP on server S20|Blocklist.net.ua|2023-12-14 06:14:48|2023-12-15 04:57:12;Brute force passwords using FTP on server PS1|Blocklist.net.ua|2024-01-26 06:37:10|2024-01-26 06:37:10;FTP Attacker|Blocklist.de|2023-09-07 02:46:06|2024-01-28 02:26:50;Brute force passwords using FTP on server PS2|Blocklist.net.ua|2023-09-20 05:51:16|2024-03-17 08:10:26;Malicious Host|HoneyDB|2023-08-18 00:00:00|2024-04-11 00:00:00;Mail Spammer|Blocklist.de|2023-10-20 02:47:56|2024-04-20 02:57:37;Malicious Host|CIArmy|2023-08-15 07:51:30|2024-04-21 01:16:40;SSH Attacker|Blocklist.de|2023-11-03 03:21:49|2024-04-23 04:00:52
ip,185.242.226.2,NL,malicious,Mail Spammer|Abuseat.org|2024-02-16 09:57:51|2024-02-16 09:57:51;Malicious Host|CIArmy|2024-02-16 09:57:51|2024-04-21 12:17:56
ip,176.113.115.156,RU,whitelist,Tofsee|ThreatFox Abuse.ch|2023-01-09 16:17:41|2023-01-11 15:18:20;Proxy|FireHOL|2023-03-12 15:32:45|2024-02-13 13:31:49
ip,167.94.146.17,US,suspicious,Unauthorized scanning of hosts|Blocklist.net.ua|2022-09-13 03:32:39|2022-09-13 03:32:39;HTTP Attacker|Blocklist.de|2021-11-29 04:53:34|2021-12-17 01:09:41;Malicious Host|CIArmy|2021-11-16 05:40:21|2024-04-21 12:12:21
ip,18.222.227.254,US,suspicious,Mail Spammer|Abuseat.org|2024-04-08 11:39:06|2024-04-08 11:39:06;Malicious Host|CIArmy|2024-04-08 11:39:05|2024-04-21 11:29:27;ET CINS Active Threat Intelligence Poor Reputation IP TCP|Emerging Threats|2024-04-10 19:25:11|2024-04-21 19:13:42;ET CINS Active Threat Intelligence Poor Reputation IP UDP|Emerging Threats|2024-04-10 19:25:23|2024-04-21 19:13:54
ip,185.242.226.49,NL,malicious,Mail Spammer|Abuseat.org|2024-02-16 09:57:58|2024-02-16 09:57:58;Malicious Host|CIArmy|2024-02-16 09:57:57|2024-04-21 12:18:04
ip,18.130.137.117,GB,suspicious,Mail Spammer|Abuseat.org|2024-04-07 03:00:58|2024-04-07 03:00:58;Mail Spammer|Blocklist.de|2024-04-07 03:00:56|2024-04-08 03:06:37;Malicious Host|CIArmy|2024-04-07 11:46:25|2024-04-21 11:29:23;ET CINS Active Threat Intelligence Poor Reputation IP TCP|Emerging Threats|2024-04-09 19:03:28|2024-04-21 19:13:24;ET CINS Active Threat Intelligence Poor Reputation IP UDP|Emerging Threats|2024-04-09 19:03:40|2024-04-21 19:13:36
ip,205.210.31.42,CA,malicious,Malicious URL|Hybrid-Analysis|2023-08-14 04:45:03|2023-08-14 04:45:03;Proxy|Maltiverse|2022-11-28 20:12:56|2022-12-07 02:45:58;VPN|Maltiverse|2022-11-28 20:12:56|2022-12-07 02:45:58;FTP Attacker|Maltiverse|2022-11-16 12:40:33|2022-11-16 12:40:33;IoT Attacker|Maltiverse|2022-11-01 15:41:34|2022-11-01 15:41:34;DDoS attack|Maltiverse|2022-10-02 13:20:12|2022-12-15 06:04:36;HTTP Scrapper|Maltiverse|2022-10-02 13:20:12|2022-12-27 19:15:07;Mail Spammer|Maltiverse|2022-09-30 14:04:39|2022-12-21 05:59:28;Unauthorized scanning of hosts|Blocklist.net.ua|2022-09-13 03:59:04|2022-09-13 03:59:04;SIP Attacker|Maltiverse|2022-08-27 18:37:27|2022-11-15 11:37:09;IMAP Attacker|Maltiverse|2022-08-26 21:11:55|2022-12-04 15:43:17;HTTP Attacker|Maltiverse|2022-08-24 03:33:10|2022-12-27 17:32:08;SSH Attacker|Maltiverse|2022-08-23 10:32:30|2022-12-27 19:26:53;SQL Injection|Maltiverse|2022-08-21 16:45:52|2022-12-15 06:04:36;Malicious Host|Maltiverse|2022-08-19 15:49:04|2022-12-27 00:51:24;Bruteforce|Maltiverse|2022-08-19 15:47:18|2022-12-27 22:33:42;Port Scanner|Maltiverse|2022-08-19 00:04:29|2022-12-28 02:27:53;Hacking|Maltiverse|2022-08-19 00:04:29|2022-12-28 02:27:53;SSH Attacker|Blocklist.de|2022-12-28 02:35:50|2023-04-21 05:05:08;Mail Spammer|Abuseat.org|2022-12-28 02:35:51|2022-12-28 14:59:34;IMAP Attacker|Blocklist.de|2023-10-31 02:34:50|2023-11-01 02:40:36;Mail Spammer|Blocklist.de|2023-10-31 02:45:04|2023-11-01 02:54:52;Malicious Host|HoneyDB|2022-09-30 00:00:00|2024-03-27 00:00:00
