type,ip_addr,country_code,classification,blacklist
ip,196.196.14.7,US,malicious,Mail Spammer|Abuseat.org|2023-10-12 03:46:42|2023-10-12 03:46:42;SSH Attacker|Blocklist.de|2023-10-12 03:46:40|2023-10-13 03:43:24;Malicious Host|CIArmy|2023-10-12 08:17:49|2024-04-27 11:47:01
ip,198.199.98.60,US,malicious,Mail Spammer|Abuseat.org|2023-07-15 08:23:38|2023-07-15 08:23:38;Malicious Host|HoneyDB|2023-07-27 00:00:00|2024-02-16 00:00:00;Malicious Host|CIArmy|2023-07-15 08:23:38|2024-04-27 11:48:25
ip,104.211.202.94,IN,suspicious,Malicious Host|HoneyDB|2023-03-12 00:00:00|2023-10-01 00:00:00;ET CINS Active Threat Intelligence Poor Reputation IP TCP|Emerging Threats|2023-04-10 13:17:35|2024-02-28 14:20:03;ET CINS Active Threat Intelligence Poor Reputation IP UDP|Emerging Threats|2023-04-10 13:17:40|2024-02-28 14:20:11;Malicious Host|CIArmy|2023-04-08 07:15:22|2024-04-27 11:15:51
ip,35.203.211.164,US,malicious,Malicious Host|HoneyDB|2023-04-26 00:00:00|2023-08-18 00:00:00;ET CINS Active Threat Intelligence Poor Reputation IP TCP|Emerging Threats|2023-04-21 11:49:42|2024-04-24 19:02:33;ET CINS Active Threat Intelligence Poor Reputation IP UDP|Emerging Threats|2023-04-21 11:49:47|2024-04-24 19:02:46;Malicious Host|CIArmy|2023-04-20 08:13:54|2024-04-27 10:58:16
ip,162.216.149.84,US,malicious,Malicious Host|HoneyDB|2023-04-24 00:00:00|2024-02-17 00:00:00;Malicious Host|CIArmy|2023-04-20 08:28:26|2024-04-27 11:32:51
ip,91.148.190.150,BG,malicious,DDoS attack|Maltiverse|2023-05-25 17:24:35|2023-05-25 17:24:35;Port Scanner|Maltiverse|2023-05-25 07:09:50|2023-05-27 04:37:44;Hacking|Maltiverse|2023-05-25 07:09:49|2023-05-27 04:37:44;Bruteforce|Maltiverse|2023-05-25 07:09:49|2023-05-25 13:50:15;HTTP Scrapper|Maltiverse|2023-05-25 07:09:49|2023-05-25 07:09:49;HTTP Attacker|Maltiverse|2023-05-25 07:09:49|2023-05-25 07:09:49;Malicious Host|CIArmy|2023-05-27 07:23:21|2024-04-21 11:47:16;ET CINS Active Threat Intelligence Poor Reputation IP TCP|Emerging Threats|2023-05-27 10:46:32|2024-04-21 19:47:45;ET CINS Active Threat Intelligence Poor Reputation IP UDP|Emerging Threats|2023-05-27 10:46:37|2024-04-21 19:47:57
ip,35.203.210.254,US,malicious,DDoS attack|Maltiverse|2023-04-20 03:20:46|2023-04-20 03:20:46;Hacking|Maltiverse|2023-04-20 00:09:48|2023-04-20 04:29:35;Malicious Host|Maltiverse|2023-04-20 00:09:48|2023-04-20 05:04:32;Port Scanner|Maltiverse|2023-04-19 21:55:54|2023-04-20 08:12:20;Malicious Host|HoneyDB|2023-05-17 00:00:00|2024-01-01 00:00:00;ET CINS Active Threat Intelligence Poor Reputation IP TCP|Emerging Threats|2023-04-21 11:49:11|2024-04-26 19:24:09;ET CINS Active Threat Intelligence Poor Reputation IP UDP|Emerging Threats|2023-04-21 11:49:16|2024-04-26 19:24:21;Malicious Host|CIArmy|2023-04-20 08:13:38|2024-04-27 10:57:40
ip,162.216.149.164,US,malicious,Malicious Host|HoneyDB|2023-10-08 00:00:00|2023-10-08 00:00:00;Malicious Host|CIArmy|2023-04-20 08:28:09|2024-04-27 11:32:12
ip,198.235.24.109,CA,malicious,Mail Spammer|Blocklist.de|2023-08-24 03:02:53|2023-08-25 03:06:03;IMAP Attacker|Blocklist.de|2023-08-24 02:55:47|2023-08-25 02:58:51;SSH Attacker|Blocklist.de|2023-07-29 04:18:39|2023-12-28 03:25:09;Malicious Host|HoneyDB|2023-04-15 00:00:00|2024-04-16 00:00:00
ip,165.154.206.241,CA,malicious,Mail Spammer|Abuseat.org|2024-01-06 08:52:49|2024-01-06 08:52:49;SSH Attacker|Blocklist.de|2024-02-19 03:15:50|2024-02-20 03:21:29;Malicious Host|CIArmy|2024-01-06 08:52:49|2024-04-27 11:35:49
ip,206.168.34.151,US,suspicious,Mail Spammer|Abuseat.org|2024-03-29 12:42:40|2024-03-29 12:42:40;Malicious Host|CIArmy|2024-03-29 12:42:38|2024-04-27 11:49:55
ip,35.203.210.79,US,malicious,Malicious Host|HoneyDB|2023-05-10 00:00:00|2024-01-01 00:00:00;ET CINS Active Threat Intelligence Poor Reputation IP TCP|Emerging Threats|2023-04-21 11:49:23|2024-04-26 19:24:35;ET CINS Active Threat Intelligence Poor Reputation IP UDP|Emerging Threats|2023-04-21 11:49:28|2024-04-26 19:24:47;Malicious Host|CIArmy|2023-04-20 08:13:44|2024-04-27 10:57:54
