type,ip_addr,country_code,classification,blacklist
ip,192.42.119.128,NL,malicious,Malicious Host|HoneyDB|2021-04-09 00:00:00|2021-04-26 00:00:00;Malicious Host|CIArmy|2024-04-20 12:07:25|2024-04-24 12:08:14
ip,152.32.198.210,HK,malicious,Mail Spammer|Barracuda|2023-09-01 07:45:44|2023-09-01 07:45:44;Mail Spammer|Abuseat.org|2023-09-01 07:45:44|2023-09-01 07:45:44;Malicious Host|HoneyDB|2023-09-18 00:00:00|2024-04-11 00:00:00;SSH Attacker|Blocklist.de|2023-09-02 03:22:43|2024-04-22 04:01:35;Malicious Host|CIArmy|2023-09-01 07:45:44|2024-04-24 11:50:53
ip,198.235.24.200,CA,malicious,Mail Spammer|Blocklist.de|2023-11-11 02:52:27|2024-03-13 03:00:07;SSH Attacker|Blocklist.de|2023-04-19 05:00:09|2024-04-04 04:15:45;Malicious Host|HoneyDB|2023-04-15 00:00:00|2024-04-16 00:00:00
ip,190.211.255.106,CH,malicious,DCRat|ThreatFox Abuse.ch|2023-07-25 10:17:11|2023-07-27 09:18:51;Mail Spammer|Abuseat.org|2023-07-25 10:17:12|2023-07-25 10:17:12;SSH Attacker|Blocklist.de|2024-03-30 04:33:49|2024-03-31 04:39:51;Malicious Host|HoneyDB|2024-02-17 00:00:00|2024-04-16 00:00:00;Malicious Host|CIArmy|2024-02-17 16:05:47|2024-04-19 12:33:46
ip,18.222.227.254,US,malicious,Mail Spammer|Abuseat.org|2024-04-08 11:39:06|2024-04-08 11:39:06;Malicious Host|CIArmy|2024-04-08 11:39:05|2024-04-24 11:16:03;ET CINS Active Threat Intelligence Poor Reputation IP TCP|Emerging Threats|2024-04-10 19:25:11|2024-04-24 18:57:01;ET CINS Active Threat Intelligence Poor Reputation IP UDP|Emerging Threats|2024-04-10 19:25:23|2024-04-24 18:57:13
ip,198.235.24.36,CA,malicious,FTP Attacker|Maltiverse|2022-08-29 19:20:28|2022-08-29 19:20:28;IMAP Attacker|Maltiverse|2022-08-26 21:08:29|2022-08-27 21:07:44;SSH Attacker|Maltiverse|2022-08-22 18:11:50|2022-08-27 15:21:02;SIP Attacker|Maltiverse|2022-08-21 16:52:32|2022-08-21 16:52:32;HTTP Scrapper|Maltiverse|2022-08-19 23:50:47|2022-08-19 23:50:47;HTTP Attacker|Maltiverse|2022-08-19 23:50:47|2022-08-27 13:20:43;Malicious Host|Maltiverse|2022-08-19 22:25:57|2022-08-29 15:33:09;Bruteforce|Maltiverse|2022-08-19 12:33:39|2022-08-29 15:33:09;Port Scanner|Maltiverse|2022-08-19 00:03:51|2022-08-30 02:06:01;Hacking|Maltiverse|2022-08-19 00:03:51|2022-08-30 02:06:01;Unauthorized scanning of hosts|Blocklist.net.ua|2022-09-13 03:55:48|2023-09-03 06:43:37;Mail Spammer|Abuseat.org|2022-12-28 05:35:23|2022-12-28 18:00:11;Malicious Host|HoneyDB|2022-12-18 00:00:00|2024-04-10 00:00:00;SSH Attacker|Blocklist.de|2022-08-30 02:09:42|2024-04-13 04:18:17
ip,91.148.190.150,BG,malicious,DDoS attack|Maltiverse|2023-05-25 17:24:35|2023-05-25 17:24:35;Port Scanner|Maltiverse|2023-05-25 07:09:50|2023-05-27 04:37:44;Hacking|Maltiverse|2023-05-25 07:09:49|2023-05-27 04:37:44;Bruteforce|Maltiverse|2023-05-25 07:09:49|2023-05-25 13:50:15;HTTP Scrapper|Maltiverse|2023-05-25 07:09:49|2023-05-25 07:09:49;HTTP Attacker|Maltiverse|2023-05-25 07:09:49|2023-05-25 07:09:49;Malicious Host|CIArmy|2023-05-27 07:23:21|2024-04-21 11:47:16;ET CINS Active Threat Intelligence Poor Reputation IP TCP|Emerging Threats|2023-05-27 10:46:32|2024-04-21 19:47:45;ET CINS Active Threat Intelligence Poor Reputation IP UDP|Emerging Threats|2023-05-27 10:46:37|2024-04-21 19:47:57
ip,185.191.126.213,NL,malicious,Mail Spammer|Abuseat.org|2024-03-03 09:08:50|2024-03-03 09:08:50;Brute force passwords using SSH on server PS1|Blocklist.net.ua|2024-03-06 07:28:13|2024-03-08 07:37:57;Brute force passwords using SSH on server PS4|Blocklist.net.ua|2024-03-10 07:45:22|2024-03-15 10:15:04;Brute force passwords using SSH on server RELAY|Blocklist.net.ua|2024-03-18 10:16:25|2024-03-19 10:28:20;SSH Attacker|Blocklist.de|2024-03-06 03:32:52|2024-03-20 04:21:51;ET COMPROMISED Known Compromised or Hostile Host Traffic TCP|Emerging Threats|2024-03-12 15:20:39|2024-04-09 19:41:39;ET COMPROMISED Known Compromised or Hostile Host Traffic UDP|Emerging Threats|2024-03-12 15:20:44|2024-04-09 19:41:47;Malicious Host|HoneyDB|2024-03-27 00:00:00|2024-04-19 00:00:00;Malicious Host|CIArmy|2024-03-03 09:08:48|2024-04-24 12:03:51
ip,193.163.125.141,GB,suspicious,Malicious Host|HoneyDB|2023-01-22 00:00:00|2023-01-22 00:00:00;HTTP Attacker|Blocklist.de|2021-11-24 00:38:06|2021-11-25 04:46:17;Malicious Host|CIArmy|2021-07-04 02:51:59|2023-01-07 09:16:11;Unauthorized scanning of hosts|Blocklist.net.ua|2022-09-13 03:51:40|2023-09-03 06:36:17
ip,206.168.34.142,US,suspicious,Mail Spammer|Abuseat.org|2024-03-29 12:42:37|2024-03-29 12:42:37;Malicious Host|CIArmy|2024-03-29 12:42:35|2024-04-24 12:12:05
ip,205.210.31.254,CA,malicious,IMAP Attacker|Blocklist.de|2023-10-17 02:40:39|2023-10-18 02:39:30;Mail Spammer|Blocklist.de|2023-10-17 02:50:18|2023-10-18 02:49:33;Malicious Host|HoneyDB|2023-04-15 00:00:00|2024-04-16 00:00:00;SSH Attacker|Blocklist.de|2023-07-13 04:11:10|2024-04-21 04:30:06
ip,108.167.178.116,US,malicious,Malicious Host|Maltiverse|2023-02-28 12:00:01|2023-02-28 12:00:01;Hacking|Maltiverse|2023-02-28 10:05:31|2023-02-28 22:47:32;HTTP Scrapper|Maltiverse|2023-02-28 10:05:31|2023-02-28 12:02:55;HTTP Attacker|Maltiverse|2023-02-28 10:05:31|2023-02-28 12:02:55;Bruteforce|Maltiverse|2023-02-28 09:47:57|2023-02-28 20:12:44;Port Scanner|Maltiverse|2023-02-28 08:04:18|2023-03-01 06:16:27;Malicious Host|HoneyDB|2023-11-18 00:00:00|2024-01-01 00:00:00;Malicious Host|CIArmy|2023-03-01 06:20:46|2024-04-24 11:38:29
ip,185.106.94.117,RU,malicious,Mail Spammer|Abuseat.org|2023-07-15 08:16:47|2023-07-15 08:16:47;Malicious Host|HoneyDB|2023-07-27 00:00:00|2024-03-27 00:00:00;Malicious Host|CIArmy|2023-07-15 08:16:45|2024-04-18 12:20:29
ip,198.199.117.130,US,malicious,Mail Spammer|Abuseat.org|2023-07-22 08:31:55|2023-07-22 08:31:55;Malicious Host|HoneyDB|2023-07-27 00:00:00|2024-01-01 00:00:00;SSH Attacker|Blocklist.de|2024-03-14 04:27:05|2024-03-15 04:29:25;Mail Spammer|Blocklist.de|2024-02-29 02:20:34|2024-04-22 03:02:32;Malicious Host|CIArmy|2023-07-22 08:31:55|2024-04-24 12:10:15
ip,66.175.215.219,US,malicious,Mail Spammer|Abuseat.org|2024-02-25 08:58:57|2024-02-25 08:58:57;SSH Attacker|Blocklist.de|2024-04-16 04:40:12|2024-04-18 04:35:26;Malicious Host|CIArmy|2024-02-25 08:58:55|2024-04-24 11:30:38;ET CINS Active Threat Intelligence Poor Reputation IP TCP|Emerging Threats|2024-02-27 14:31:11|2024-04-24 19:27:46;ET CINS Active Threat Intelligence Poor Reputation IP UDP|Emerging Threats|2024-02-27 14:31:19|2024-04-24 19:27:58
ip,206.168.34.172,US,suspicious,Mail Spammer|Abuseat.org|2024-03-29 12:42:45|2024-03-29 12:42:45;Malicious Host|HoneyDB|2024-04-11 00:00:00|2024-04-11 00:00:00;Malicious Host|CIArmy|2024-03-29 12:42:43|2024-04-24 12:12:13
ip,192.241.196.8,US,malicious,Mail Spammer|Abuseat.org|2023-07-29 08:38:06|2023-07-29 08:38:06;Unauthorized scanning of hosts|Blocklist.net.ua|2022-09-13 03:50:09|2022-09-13 03:50:09;SSH Attacker|Blocklist.de|2024-03-26 04:13:31|2024-03-27 04:11:03;Malicious Host|HoneyDB|2023-08-19 00:00:00|2024-03-28 00:00:00;Malicious Host|CIArmy|2021-07-09 16:53:49|2024-04-24 12:06:00
ip,103.53.211.5,CN,malicious,Brute force passwords using SSH on server S6|Blocklist.net.ua|2023-08-01 05:19:34|2023-08-01 05:19:34;Brute force passwords using SSH on server PS4|Blocklist.net.ua|2023-05-18 05:31:43|2023-05-18 05:31:43;Brute force passwords using SSH on server S10|Blocklist.net.ua|2023-04-30 05:53:03|2023-04-30 05:53:03;Malicious Host|HoneyDB|2023-03-11 00:00:00|2023-03-25 00:00:00;FTP Attacker|Maltiverse|2022-11-16 10:20:21|2022-11-16 10:20:21;Hacking|Maltiverse|2022-11-03 05:30:54|2022-12-12 21:40:03;Port Scanner|Maltiverse|2022-11-02 05:19:50|2022-12-12 21:40:03;Bruteforce|Maltiverse|2022-11-01 23:25:02|2022-12-12 11:04:06;SSH Attacker|Maltiverse|2022-11-01 23:25:02|2022-12-12 11:04:06;SSH Attacker|Blocklist.de|2023-04-29 04:43:54|2023-10-17 03:20:33;Brute force passwords using SSH on server S1|Blocklist.net.ua|2023-12-26 05:15:50|2023-12-26 05:15:50;ET CINS Active Threat Intelligence Poor Reputation IP TCP|Emerging Threats|2022-12-28 21:02:41|2024-02-14 15:26:14;ET CINS Active Threat Intelligence Poor Reputation IP UDP|Emerging Threats|2022-12-28 21:02:46|2024-02-14 15:26:22;Brute force passwords using SSH on server RELAY|Blocklist.net.ua|2023-10-06 05:08:21|2024-03-18 07:24:02;Malicious Host|CIArmy|2022-12-14 02:42:37|2024-04-24 11:35:34
ip,8.222.177.69,SG,malicious,Mail Spammer|Abuseat.org|2024-03-25 11:43:51|2024-03-25 11:43:51;ET CINS Active Threat Intelligence Poor Reputation IP TCP|Emerging Threats|2024-03-26 19:14:55|2024-04-14 18:47:09;ET CINS Active Threat Intelligence Poor Reputation IP UDP|Emerging Threats|2024-03-26 19:15:08|2024-04-16 19:07:01;Malicious Host|CIArmy|2024-03-25 11:43:49|2024-04-17 01:14:39;SSH Attacker|Blocklist.de|2024-04-05 04:41:49|2024-04-25 04:48:45
