type,ip_addr,country_code,classification,blacklist
ip,167.94.146.59,US,suspicious,Unauthorized scanning of hosts|Blocklist.net.ua|2022-09-13 03:32:39|2023-01-02 04:58:27;IMAP Attacker|Blocklist.de|2022-06-22 00:41:44|2022-06-22 00:41:44;Mail Spammer|Abuseat.org|2022-12-28 02:33:13|2022-12-28 14:56:27;Malicious Host|HoneyDB|2022-10-01 00:00:00|2024-04-11 00:00:00;SSH Attacker|Blocklist.de|2022-01-31 02:25:22|2024-04-16 04:09:36;Malicious Host|CIArmy|2023-08-20 20:17:17|2024-04-16 12:20:55
ip,91.148.190.134,BG,malicious,Malicious Host|HoneyDB|2023-08-20 00:00:00|2023-08-20 00:00:00;Hacking|Maltiverse|2023-05-24 03:17:51|2023-05-25 02:39:04;Bruteforce|Maltiverse|2023-05-24 03:04:15|2023-05-25 13:18:28;Port Scanner|Maltiverse|2023-05-24 02:57:58|2023-05-27 05:17:50;ET CINS Active Threat Intelligence Poor Reputation IP TCP|Emerging Threats|2023-05-27 10:46:32|2024-03-18 20:15:13;ET CINS Active Threat Intelligence Poor Reputation IP UDP|Emerging Threats|2023-05-27 10:46:37|2024-03-18 20:15:30;Malicious Host|CIArmy|2023-05-27 07:23:20|2024-03-20 12:16:38
ip,94.232.41.124,RU,malicious,Mail Spammer|Abuseat.org|2024-02-27 09:09:00|2024-02-27 09:09:00;ET CINS Active Threat Intelligence Poor Reputation IP TCP|Emerging Threats|2024-02-27 14:35:41|2024-03-08 14:21:11;ET CINS Active Threat Intelligence Poor Reputation IP UDP|Emerging Threats|2024-02-27 14:35:50|2024-03-08 14:21:19;Malicious Host|CIArmy|2024-02-27 09:08:49|2024-03-20 12:17:04
ip,79.124.56.142,BG,malicious,Malicious Host|GreenSnow|2018-06-12 08:42:51|2018-06-12 08:42:51;HTTP Attacker|Blocklist.de|2018-10-24 06:51:39|2018-10-29 06:30:45;Malicious Host|HoneyDB|2019-10-27 00:00:00|2023-08-20 00:00:00;HTTP Attacker|BadIPs|2019-11-12 06:56:12|2019-11-13 00:11:10;Malicious Host|Alienvault Ip Reputation Database|2018-04-20 06:30:14|2020-01-23 06:42:54;ET CINS Active Threat Intelligence Poor Reputation IP TCP|Emerging Threats|2018-04-19 08:59:37|2024-03-12 15:17:50;ET CINS Active Threat Intelligence Poor Reputation IP UDP|Emerging Threats|2018-04-19 08:59:40|2024-03-12 15:17:58;Malicious Host|CIArmy|2018-04-18 09:18:49|2024-03-20 12:15:08
ip,79.124.60.142,BG,malicious,Malicious Host|HoneyDB|2023-08-20 00:00:00|2023-08-20 00:00:00;Mail Spammer|Barracuda|2023-05-07 15:19:53|2023-05-07 15:19:53;ET CINS Active Threat Intelligence Poor Reputation IP TCP|Emerging Threats|2023-05-27 10:44:48|2024-03-18 20:12:02;ET CINS Active Threat Intelligence Poor Reputation IP UDP|Emerging Threats|2023-05-27 10:44:53|2024-03-18 20:12:14;Malicious Host|CIArmy|2023-05-07 15:19:52|2024-03-20 12:15:11
ip,91.148.190.146,BG,malicious,Malicious Host|HoneyDB|2023-08-20 00:00:00|2023-08-20 00:00:00;ET CINS Active Threat Intelligence Poor Reputation IP TCP|Emerging Threats|2023-06-03 10:58:16|2024-03-18 20:15:13;ET CINS Active Threat Intelligence Poor Reputation IP UDP|Emerging Threats|2023-06-03 10:58:22|2024-03-18 20:15:30;Malicious Host|CIArmy|2023-05-27 07:23:20|2024-03-20 12:16:38
ip,162.216.149.237,US,malicious,Malicious Host|HoneyDB|2023-04-22 00:00:00|2024-04-11 00:00:00;Malicious Host|CIArmy|2023-04-20 08:28:17|2024-04-16 12:16:12
ip,167.94.145.81,US,suspicious,Unauthorized scanning of hosts|Blocklist.net.ua|2022-08-29 03:05:34|2023-04-21 07:01:36;Malicious Host|CIArmy|2022-04-27 03:54:02|2024-04-16 12:20:46
ip,79.124.59.202,,malicious,Proxy|FireHOL|2023-07-02 23:09:29|2023-10-01 23:12:43;Malicious host|Talos Intelligence|2018-07-15 09:04:08|2018-07-15 09:04:08;Unauthorized scanning of hosts|Blocklist.net.ua|2021-05-09 12:05:45|2021-05-12 07:24:34;ET CINS Active Threat Intelligence Poor Reputation IP TCP|Emerging Threats|2023-05-27 10:44:48|2024-03-18 20:12:01;ET CINS Active Threat Intelligence Poor Reputation IP UDP|Emerging Threats|2023-05-27 10:44:53|2024-03-18 20:12:13;Malicious Host|CIArmy|2021-05-09 12:57:31|2024-03-20 12:15:10
ip,31.41.244.88,RU,suspicious,Malware Download|URLhaus Abuse.ch|2022-10-17 18:15:07|2022-10-17 18:15:08;RecordBreaker|ThreatFox Abuse.ch|2022-10-17 18:18:34|2023-07-27 19:19:54
