type,ip_addr,country_code,classification,blacklist
ip,162.216.149.200,US,malicious,Malicious Host|HoneyDB|2023-04-24 00:00:00|2024-01-01 00:00:00;Malicious Host|CIArmy|2023-04-20 08:28:13|2024-04-16 12:16:02
ip,35.203.211.224,US,malicious,Malicious Host|HoneyDB|2023-05-15 00:00:00|2024-02-01 00:00:00;ET CINS Active Threat Intelligence Poor Reputation IP TCP|Emerging Threats|2023-04-21 11:49:54|2024-04-14 18:54:58;ET CINS Active Threat Intelligence Poor Reputation IP UDP|Emerging Threats|2023-04-21 11:49:59|2024-04-14 18:55:10;Malicious Host|CIArmy|2023-04-20 08:14:01|2024-04-16 11:40:15
ip,79.124.59.230,BG,malicious,Mail Spammer|Abuseat.org|2024-03-05 08:49:04|2024-03-05 08:49:04;Malicious Host|CIArmy|2024-03-05 08:49:00|2024-03-25 12:00:30;ET CINS Active Threat Intelligence Poor Reputation IP TCP|Emerging Threats|2024-03-06 14:04:42|2024-03-26 19:50:59;ET CINS Active Threat Intelligence Poor Reputation IP UDP|Emerging Threats|2024-03-06 14:04:50|2024-03-26 19:51:11
ip,193.163.125.226,GB,suspicious,Malicious Host|CIArmy|2021-07-04 02:52:33|2022-10-20 02:59:34;Unauthorized scanning of hosts|Blocklist.net.ua|2022-07-20 03:37:15|2023-04-21 07:30:57
ip,35.203.211.56,US,malicious,Malicious Host|HoneyDB|2023-05-02 00:00:00|2023-11-05 00:00:00;ET CINS Active Threat Intelligence Poor Reputation IP TCP|Emerging Threats|2023-04-21 11:50:06|2024-04-14 18:55:37;ET CINS Active Threat Intelligence Poor Reputation IP UDP|Emerging Threats|2023-04-21 11:50:12|2024-04-14 18:55:50;Malicious Host|CIArmy|2023-04-20 08:14:08|2024-04-16 11:40:31
ip,94.156.71.18,BG,suspicious,Mail Spammer|Abuseat.org|2023-12-01 08:44:05|2023-12-01 08:44:05;Malicious Host|CIArmy|2023-12-01 08:44:02|2023-12-24 08:19:35;ET CINS Active Threat Intelligence Poor Reputation IP TCP|Emerging Threats|2023-12-02 12:59:02|2023-12-26 12:36:25;ET CINS Active Threat Intelligence Poor Reputation IP UDP|Emerging Threats|2023-12-02 12:59:11|2023-12-26 12:36:35
ip,145.90.8.10,NL,malicious,SSH Attacker|Maltiverse|2023-02-14 17:59:33|2023-02-14 17:59:33;Hacking|Maltiverse|2023-02-14 06:39:12|2023-02-16 16:42:07;Bruteforce|Maltiverse|2023-02-14 01:46:50|2023-02-16 05:13:50;HTTP Scrapper|Maltiverse|2023-02-13 20:25:10|2023-02-16 02:24:00;HTTP Attacker|Maltiverse|2023-02-13 17:05:17|2023-02-16 10:20:11;Port Scanner|Maltiverse|2023-02-10 09:39:10|2023-02-17 05:02:26;Malicious Host|CIArmy|2023-02-17 06:35:42|2024-04-16 12:12:11
ip,103.61.239.5,HK,malicious,Brute force passwords using SSH on server S12|Blocklist.net.ua|2024-01-01 05:14:29|2024-01-01 05:14:29;Mail Spammer|Abuseat.org|2024-01-01 05:14:30|2024-01-01 05:14:30;Brute force passwords using SSH on server S19|Blocklist.net.ua|2024-01-06 05:25:23|2024-01-06 05:25:23;Malicious Host|HoneyDB|2024-02-16 00:00:00|2024-02-16 00:00:00;ET CINS Active Threat Intelligence Poor Reputation IP TCP|Emerging Threats|2024-01-25 15:34:19|2024-02-29 04:53:54;ET CINS Active Threat Intelligence Poor Reputation IP UDP|Emerging Threats|2024-01-25 15:34:29|2024-02-29 04:54:02;Brute force passwords using SSH on server S7|Blocklist.net.ua|2024-03-31 07:30:09|2024-03-31 07:30:09;Brute force passwords using SSH on server S8|Blocklist.net.ua|2024-02-04 05:25:44|2024-04-03 07:13:22;Brute force passwords using SSH on server RS2|Blocklist.net.ua|2024-04-11 07:49:31|2024-04-11 07:49:31;Malicious Host|CIArmy|2024-01-13 09:27:29|2024-04-16 11:57:58
ip,162.142.125.81,US,suspicious,Malicious Host|Alienvault Ip Reputation Database|2020-10-17 06:37:11|2020-12-15 06:31:49;Unauthorized scanning of hosts|Blocklist.net.ua|2020-10-17 01:39:44|2023-07-17 06:37:12;Malicious Host|HoneyDB|2023-10-08 00:00:00|2024-03-27 00:00:00;Malicious Host|CIArmy|2020-10-17 03:09:25|2024-04-16 12:15:33
ip,89.248.163.197,NL,suspicious,ET CINS Active Threat Intelligence Poor Reputation IP UDP|Emerging Threats|2022-11-15 02:41:20|2022-11-26 02:53:25;ET CINS Active Threat Intelligence Poor Reputation IP TCP|Emerging Threats|2022-11-15 02:41:15|2022-11-26 02:53:21;Malicious Host|Maltiverse|2022-11-09 15:30:41|2022-11-13 01:59:03;Hacking|Maltiverse|2022-11-08 14:20:07|2022-11-13 01:59:03;SSH Attacker|Maltiverse|2022-11-08 14:20:07|2022-11-09 16:56:18;Port Scanner|Maltiverse|2022-11-07 09:20:32|2022-11-13 20:02:28;Bruteforce|Maltiverse|2022-11-07 06:35:28|2022-11-13 17:16:29;Malicious Host|HoneyDB|2023-03-13 00:00:00|2023-05-06 00:00:00
ip,185.233.19.253,HK,malicious,Mail Spammer|Barracuda|2023-11-07 08:07:36|2023-11-07 08:07:36;Mail Spammer|Abuseat.org|2023-11-07 08:07:37|2023-11-07 08:07:37;HTTP Attacker|Blocklist.de|2023-11-09 02:03:32|2023-11-10 02:05:51;Bruteforce login attacker|Blocklist.de|2023-11-09 02:29:12|2023-11-10 02:30:56;Malicious Host|HoneyDB|2023-11-09 00:00:00|2024-02-17 00:00:00;Malicious Host|CIArmy|2023-11-07 08:07:35|2024-04-01 01:42:55
ip,193.163.125.252,GB,suspicious,HTTP Attacker|Blocklist.de|2021-12-05 04:36:56|2021-12-05 04:36:56;Malicious Host|CIArmy|2021-07-04 02:52:42|2022-12-14 02:56:47;Unauthorized scanning of hosts|Blocklist.net.ua|2022-09-13 03:51:43|2023-09-02 06:36:20
ip,109.205.213.54,AZ,malicious,Malicious Host|CIArmy|2023-05-27 07:25:49|2024-03-27 11:56:06
ip,35.203.211.151,US,malicious,Mail Spammer|Maltiverse|2023-04-20 02:18:01|2023-04-20 02:18:01;Malicious Host|Maltiverse|2023-04-20 02:16:35|2023-04-20 04:18:28;Hacking|Maltiverse|2023-04-20 00:09:20|2023-04-20 04:28:38;HTTP Attacker|Maltiverse|2023-04-19 22:58:39|2023-04-19 22:58:39;Port Scanner|Maltiverse|2023-04-19 18:11:31|2023-04-20 07:46:42;Malicious Host|HoneyDB|2023-05-09 00:00:00|2024-03-31 00:00:00;ET CINS Active Threat Intelligence Poor Reputation IP TCP|Emerging Threats|2023-04-21 11:49:41|2024-04-14 18:54:28;ET CINS Active Threat Intelligence Poor Reputation IP UDP|Emerging Threats|2023-04-21 11:49:46|2024-04-14 18:54:40;Malicious Host|CIArmy|2023-04-20 08:13:53|2024-04-16 11:39:57
ip,205.210.31.242,CA,malicious,Mail Spammer|Blocklist.de|2023-08-14 03:11:19|2023-08-15 03:10:51;IMAP Attacker|Blocklist.de|2023-08-14 03:04:15|2023-08-15 03:04:16;SSH Attacker|Blocklist.de|2023-09-24 03:42:52|2023-10-31 03:33:16;Malicious Host|HoneyDB|2023-04-14 00:00:00|2024-04-11 00:00:00
ip,205.210.31.223,CA,malicious,SSH Attacker|Blocklist.de|2023-06-28 04:30:41|2023-07-18 04:07:08;Mail Spammer|Abuseat.org|2023-04-23 10:56:23|2023-04-23 10:56:23;Mail Spammer|Maltiverse|2023-04-18 07:44:27|2023-04-20 02:55:17;DDoS attack|Maltiverse|2023-04-18 06:18:51|2023-04-20 23:21:32;SSH Attacker|Maltiverse|2023-04-18 03:17:52|2023-04-23 00:01:26;IMAP Attacker|Maltiverse|2023-04-17 21:07:06|2023-04-22 21:18:10;HTTP Attacker|Maltiverse|2023-04-15 15:26:43|2023-04-23 04:00:00;HTTP Scrapper|Maltiverse|2023-04-15 06:45:18|2023-04-18 02:36:09;Bruteforce|Maltiverse|2023-04-15 03:21:13|2023-04-23 00:01:26;Malicious Host|Maltiverse|2023-04-15 02:03:24|2023-04-22 20:46:04;Hacking|Maltiverse|2023-04-15 00:04:19|2023-04-23 07:31:40;Port Scanner|Maltiverse|2023-04-15 00:03:38|2023-04-23 10:03:56;Malicious Host|HoneyDB|2023-04-22 00:00:00|2024-04-11 00:00:00
ip,157.230.31.205,DE,malicious,Mail Spammer|Abuseat.org|2024-03-15 12:17:28|2024-03-15 12:17:28;Malicious Host|CIArmy|2024-03-15 12:17:26|2024-03-20 12:35:34
ip,94.103.124.124,NL,malicious,Mail Spammer|Abuseat.org|2024-04-08 04:38:01|2024-04-08 04:38:01;SSH Attacker|Blocklist.de|2024-04-08 04:37:59|2024-04-09 04:32:22
ip,103.203.57.21,CN,suspicious,HTTP Attacker|Blocklist.de|2021-11-23 00:20:50|2021-12-11 01:41:04;Unauthorized scanning of hosts|Blocklist.net.ua|2022-12-28 03:56:36|2023-01-08 04:09:24
ip,35.203.211.165,US,malicious,Malicious Host|HoneyDB|2023-04-27 00:00:00|2024-02-17 00:00:00;ET CINS Active Threat Intelligence Poor Reputation IP TCP|Emerging Threats|2023-04-21 11:49:42|2024-04-14 18:54:31;ET CINS Active Threat Intelligence Poor Reputation IP UDP|Emerging Threats|2023-04-21 11:49:47|2024-04-14 18:54:43;Malicious Host|CIArmy|2023-04-20 08:13:54|2024-04-16 11:40:00
ip,147.203.255.20,US,malicious,HTTP Attacker|Blocklist.de|2021-11-23 00:22:41|2021-12-04 04:34:59;Unauthorized scanning of hosts|Blocklist.net.ua|2022-09-13 03:25:19|2023-09-01 05:54:14;Malicious URL|Hybrid-Analysis|2023-12-04 08:45:09|2023-12-04 08:45:09;Malicious Host|HoneyDB|2020-12-06 00:00:00|2024-02-17 00:00:00;Malicious Host|CIArmy|2020-12-02 09:59:36|2024-04-16 12:12:45
ip,167.94.138.157,US,suspicious,Unauthorized scanning of hosts|Blocklist.net.ua|2022-09-13 03:32:37|2023-09-03 05:57:09;Malicious Host|HoneyDB|2024-02-01 00:00:00|2024-02-16 00:00:00;Malicious Host|CIArmy|2022-04-27 03:53:59|2024-04-16 12:20:37
ip,113.249.159.56,CN,malicious,Mail Spammer|Abuseat.org|2023-12-27 09:40:26|2023-12-27 09:40:26;Malicious Host|CIArmy|2023-12-27 08:40:43|2024-04-16 12:03:15
ip,162.216.149.156,US,malicious,Malicious Host|HoneyDB|2023-11-05 00:00:00|2024-02-02 00:00:00;Malicious Host|CIArmy|2023-04-20 08:28:08|2024-04-16 12:15:52
ip,162.216.149.52,US,malicious,Malicious Host|HoneyDB|2023-04-24 00:00:00|2024-04-11 00:00:00;Malicious Host|CIArmy|2023-04-20 08:28:22|2024-04-16 12:16:21
ip,205.210.31.218,CA,malicious,Malicious URL|Hybrid-Analysis|2023-09-22 05:15:04|2023-09-22 05:15:04;Mail Spammer|Abuseat.org|2023-04-23 10:47:36|2023-04-23 10:47:36;HTTP Scrapper|Maltiverse|2023-04-21 00:24:47|2023-04-21 00:24:47;DDoS attack|Maltiverse|2023-04-19 02:19:42|2023-04-21 00:24:47;IMAP Attacker|Maltiverse|2023-04-18 21:11:59|2023-04-22 21:08:19;SSH Attacker|Maltiverse|2023-04-17 22:50:06|2023-04-22 21:45:04;HTTP Attacker|Maltiverse|2023-04-17 16:22:02|2023-04-22 23:20:51;Bruteforce|Maltiverse|2023-04-15 15:15:17|2023-04-22 21:45:04;Malicious Host|Maltiverse|2023-04-15 04:44:55|2023-04-22 09:53:00;Port Scanner|Maltiverse|2023-04-15 00:02:42|2023-04-23 10:03:37;Hacking|Maltiverse|2023-04-15 00:02:42|2023-04-23 07:31:40;Malicious Host|HoneyDB|2023-04-23 00:00:00|2024-02-17 00:00:00;SSH Attacker|Blocklist.de|2023-08-04 04:04:46|2024-04-14 04:05:51
ip,140.99.64.218,US,suspicious,Malicious Host|CIArmy|2024-03-01 08:54:17|2024-03-01 08:54:17;Mail Spammer|Abuseat.org|2024-03-01 08:54:18|2024-03-01 08:54:18
ip,185.233.19.199,HK,malicious,Mail Spammer|Abuseat.org|2023-09-15 08:06:31|2023-09-15 08:06:31;Malicious Host|CIArmy|2023-09-15 08:06:30|2024-04-02 12:42:31
ip,185.242.226.49,NL,malicious,Mail Spammer|Abuseat.org|2024-02-16 09:57:58|2024-02-16 09:57:58;Malicious Host|CIArmy|2024-02-16 09:57:57|2024-04-16 12:25:58
