type,ip_addr,country_code,classification,blacklist
ip,167.248.133.160,US,suspicious,Brute force attack on the SMTP service of the server Relay|Blocklist.net.ua|2023-04-01 07:45:31|2023-10-01 06:17:51;Unauthorized scanning of hosts|Blocklist.net.ua|2022-09-13 03:32:52|2022-09-13 03:32:52;Scanning IPs|Maltiverse|2022-01-28 01:25:00|2022-01-28 01:25:00;Malicious URL|Hybrid-Analysis|2023-10-09 06:15:03|2023-10-09 06:15:03;Malicious Host|HoneyDB|2023-11-04 00:00:00|2024-02-01 00:00:00;Malicious Host|CIArmy|2022-04-27 03:53:40|2024-03-31 12:41:03
ip,79.124.56.142,BG,malicious,Malicious Host|GreenSnow|2018-06-12 08:42:51|2018-06-12 08:42:51;HTTP Attacker|Blocklist.de|2018-10-24 06:51:39|2018-10-29 06:30:45;Malicious Host|HoneyDB|2019-10-27 00:00:00|2023-08-20 00:00:00;HTTP Attacker|BadIPs|2019-11-12 06:56:12|2019-11-13 00:11:10;Malicious Host|Alienvault Ip Reputation Database|2018-04-20 06:30:14|2020-01-23 06:42:54;ET CINS Active Threat Intelligence Poor Reputation IP TCP|Emerging Threats|2018-04-19 08:59:37|2024-03-12 15:17:50;ET CINS Active Threat Intelligence Poor Reputation IP UDP|Emerging Threats|2018-04-19 08:59:40|2024-03-12 15:17:58;Malicious Host|CIArmy|2018-04-18 09:18:49|2024-03-20 12:15:08
ip,79.124.58.18,BG,malicious,Mail Spammer|Abuseat.org|2023-11-26 08:22:47|2023-11-26 08:22:47;ET CINS Active Threat Intelligence Poor Reputation IP TCP|Emerging Threats|2023-11-28 14:20:19|2024-04-14 19:28:39;ET CINS Active Threat Intelligence Poor Reputation IP UDP|Emerging Threats|2023-11-28 14:20:27|2024-04-14 19:28:50;Malicious Host|CIArmy|2023-11-26 08:22:45|2024-04-16 11:53:55
ip,94.232.41.124,RU,malicious,Mail Spammer|Abuseat.org|2024-02-27 09:09:00|2024-02-27 09:09:00;ET CINS Active Threat Intelligence Poor Reputation IP TCP|Emerging Threats|2024-02-27 14:35:41|2024-03-08 14:21:11;ET CINS Active Threat Intelligence Poor Reputation IP UDP|Emerging Threats|2024-02-27 14:35:50|2024-03-08 14:21:19;Malicious Host|CIArmy|2024-02-27 09:08:49|2024-03-20 12:17:04
ip,79.124.60.142,BG,malicious,Malicious Host|HoneyDB|2023-08-20 00:00:00|2023-08-20 00:00:00;Mail Spammer|Barracuda|2023-05-07 15:19:53|2023-05-07 15:19:53;ET CINS Active Threat Intelligence Poor Reputation IP TCP|Emerging Threats|2023-05-27 10:44:48|2024-03-18 20:12:02;ET CINS Active Threat Intelligence Poor Reputation IP UDP|Emerging Threats|2023-05-27 10:44:53|2024-03-18 20:12:14;Malicious Host|CIArmy|2023-05-07 15:19:52|2024-03-20 12:15:11
ip,162.216.150.93,US,malicious,Malicious Host|HoneyDB|2023-04-23 00:00:00|2024-02-17 00:00:00;Malicious Host|CIArmy|2023-04-20 08:28:52|2024-04-16 12:17:27
ip,118.193.38.134,HK,malicious,SSH Attacker|Blocklist.de|2024-01-07 03:13:03|2024-01-08 03:12:21;FTP Attacker|Blocklist.de|2024-03-01 02:29:39|2024-03-02 02:27:37;HTTP bot|Blocklist.de|2024-03-10 02:32:56|2024-03-11 02:27:17;Malicious Host|HoneyDB|2024-03-31 00:00:00|2024-03-31 00:00:00;Malicious Host|CIArmy|2024-01-06 08:42:17|2024-04-16 12:04:39
ip,167.248.133.141,US,suspicious,Malicious URL|Hybrid-Analysis|2023-07-28 01:15:05|2023-07-28 01:15:05;Brute force attack on the SMTP service of the server Relay|Blocklist.net.ua|2023-04-01 07:45:29|2023-10-01 06:17:50;Malicious Host|HoneyDB|2023-01-03 00:00:00|2023-08-23 00:00:00;Unauthorized scanning of hosts|Blocklist.net.ua|2022-09-13 03:32:51|2022-09-13 03:32:51;Malicious Host|CIArmy|2022-04-27 03:53:29|2024-03-28 12:35:45
ip,109.205.213.218,AZ,malicious,Mail Spammer|Abuseat.org|2024-02-16 09:38:53|2024-02-16 09:38:53;Malicious Host|CIArmy|2024-02-16 09:38:48|2024-03-24 12:02:38
ip,35.203.211.211,US,malicious,Bruteforce|Maltiverse|2023-04-20 07:27:34|2023-04-20 07:27:34;Malicious Host|Maltiverse|2023-04-20 05:57:19|2023-04-20 07:27:34;Hacking|Maltiverse|2023-04-20 00:11:30|2023-04-20 05:57:19;Port Scanner|Maltiverse|2023-04-19 20:07:13|2023-04-20 08:04:03;Malicious Host|HoneyDB|2023-05-08 00:00:00|2023-11-19 00:00:00;Malicious Host|CIArmy|2023-04-20 08:14:00|2024-04-16 11:40:12;ET CINS Active Threat Intelligence Poor Reputation IP TCP|Emerging Threats|2023-04-21 11:49:53|2024-04-16 19:13:48;ET CINS Active Threat Intelligence Poor Reputation IP UDP|Emerging Threats|2023-04-21 11:49:58|2024-04-16 19:14:00
ip,159.203.224.9,US,malicious,SSH Attacker|Blocklist.de|2023-12-24 03:15:28|2024-03-13 04:06:16;Malicious Host|HoneyDB|2023-01-04 00:00:00|2024-04-11 00:00:00;Malicious Host|CIArmy|2022-12-28 06:50:06|2024-04-16 12:14:49
ip,162.216.149.232,US,suspicious,Malicious Host|Maltiverse|2023-04-20 04:54:14|2023-04-20 04:54:14;Hacking|Maltiverse|2023-04-20 00:11:41|2023-04-20 07:31:21;Port Scanner|Maltiverse|2023-04-19 21:35:37|2023-04-20 08:24:52;Malicious Host|HoneyDB|2023-08-16 00:00:00|2024-03-28 00:00:00;Malicious Host|CIArmy|2023-04-20 08:28:16|2024-04-15 11:58:22
ip,172.104.210.67,US,malicious,Mail Spammer|Abuseat.org|2024-02-24 09:22:12|2024-02-24 09:22:12;Mail Spammer|Blocklist.de|2024-03-13 02:57:48|2024-03-14 03:14:02;Malicious Host|CIArmy|2024-02-24 09:22:11|2024-04-14 12:08:12
ip,162.216.149.65,US,malicious,Malicious Host|HoneyDB|2023-04-23 00:00:00|2023-08-26 00:00:00;Mail Spammer|Blocklist.de|2023-10-20 02:49:54|2023-10-21 02:46:06;Malicious Host|CIArmy|2023-04-20 08:28:24|2024-04-16 12:16:25
ip,185.224.128.17,NL,malicious,IMAP Attacker|Maltiverse|2022-11-27 21:05:54|2022-11-29 21:05:04;SSH Attacker|Maltiverse|2022-11-24 08:41:32|2022-11-24 08:41:32;DDoS attack|Maltiverse|2022-11-21 10:27:02|2022-11-21 10:27:02;Mail Spammer|Maltiverse|2022-11-19 05:18:13|2022-11-26 20:46:50;HTTP Scrapper|Maltiverse|2022-11-18 20:09:08|2022-11-18 20:09:08;HTTP Attacker|Maltiverse|2022-11-18 20:09:08|2022-11-26 20:46:50;Bruteforce|Maltiverse|2022-11-18 20:04:15|2022-11-29 21:05:04;Port Scanner|Maltiverse|2022-11-18 19:55:20|2022-11-30 09:05:20;Hacking|Maltiverse|2022-11-18 19:55:20|2022-11-29 22:05:16;Malicious Host|Maltiverse|2022-11-18 19:55:20|2022-11-29 22:05:16;SSH Attacker|Blocklist.de|2023-07-30 03:52:45|2024-03-17 04:44:59;Malicious Host|HoneyDB|2023-01-16 00:00:00|2024-04-11 00:00:00;Malicious Host|CIArmy|2022-12-14 02:53:49|2024-04-16 12:25:46
