type,ip_addr,country_code,classification,blacklist
ip,165.154.150.65,CA,malicious,Brute force passwords using FTP on server PS3|Blocklist.net.ua|2023-11-21 06:20:27|2023-11-21 06:20:27;Malicious Host|HoneyDB|2023-12-04 00:00:00|2024-02-17 00:00:00;SSH Attacker|Blocklist.de|2023-09-28 04:14:51|2024-03-19 04:14:37;Brute force passwords using FTP on server RS2|Blocklist.net.ua|2024-03-29 09:09:21|2024-03-29 09:09:21;Brute force passwords using FTP on server PS4|Blocklist.net.ua|2024-04-13 09:29:38|2024-04-13 09:29:38;Malicious Host|CIArmy|2023-09-01 07:50:00|2024-04-16 12:19:20
ip,185.242.226.46,NL,malicious,Mail Spammer|Abuseat.org|2024-02-16 09:57:57|2024-02-16 09:57:57;Malicious Host|CIArmy|2024-02-16 09:57:57|2024-04-16 12:25:57
ip,61.139.68.17,CN,suspicious,Mail Spammer|Abuseat.org|2023-05-10 09:48:07|2023-05-10 09:48:07;Malicious Host|HoneyDB|2023-05-09 00:00:00|2023-12-04 00:00:00
ip,91.92.251.254,BG,suspicious,Mail Spammer|Abuseat.org|2023-12-07 08:16:47|2023-12-07 08:16:47;Malicious Host|CIArmy|2023-12-07 08:16:44|2023-12-21 08:29:17;ET CINS Active Threat Intelligence Poor Reputation IP TCP|Emerging Threats|2023-12-09 14:07:49|2023-12-22 13:09:46;ET CINS Active Threat Intelligence Poor Reputation IP UDP|Emerging Threats|2023-12-09 14:07:58|2023-12-22 13:09:55
ip,45.93.20.148,RU,suspicious,Malicious Host|HoneyDB|2019-09-14 00:00:00|2019-09-21 00:00:00;Malicious Host|CIArmy|2019-09-15 01:04:59|2019-12-30 07:25:39;ET CINS Active Threat Intelligence Poor Reputation IP TCP|Emerging Threats|2019-09-17 01:48:51|2019-12-31 08:10:45;ET CINS Active Threat Intelligence Poor Reputation IP UDP|Emerging Threats|2019-09-17 01:48:52|2019-12-31 08:10:46;Malicious Host|Alienvault Ip Reputation Database|2019-09-15 06:52:23|2020-01-23 06:41:43
ip,31.41.244.88,RU,suspicious,Malware Download|URLhaus Abuse.ch|2022-10-17 18:15:07|2022-10-17 18:15:08;RecordBreaker|ThreatFox Abuse.ch|2022-10-17 18:18:34|2023-07-27 19:19:54
ip,198.199.106.97,US,malicious,SNMP Attacker|Nothink.org|2019-05-15 02:39:43|2019-05-15 02:39:43;SSH Attacker|Blocklist.de|2019-05-06 07:12:18|2019-05-16 00:54:54;Telnet attacker|Greynoise|2019-05-18 00:00:00|2019-07-08 00:00:00;HTTP flood requests to the websites|Blocklist.net.ua|2019-06-01 03:39:38|2019-09-17 07:37:38;Malicious Host|Alienvault Ip Reputation Database|2019-04-04 06:49:45|2019-09-22 06:27:34;IMAP Attacker|Blocklist.de|2023-12-30 02:31:37|2023-12-31 02:28:08;Mail Spammer|Blocklist.de|2019-05-20 07:06:00|2023-12-31 02:36:36;Malicious Host|HoneyDB|2019-07-13 00:00:00|2024-02-03 00:00:00;Malicious Host|CIArmy|2019-04-04 08:19:22|2024-04-16 12:31:27
ip,49.51.73.211,US,malicious,Malicious Host|HoneyDB|2024-02-17 00:00:00|2024-02-17 00:00:00;ET CINS Active Threat Intelligence Poor Reputation IP TCP|Emerging Threats|2024-01-06 14:07:49|2024-04-14 19:18:58;ET CINS Active Threat Intelligence Poor Reputation IP UDP|Emerging Threats|2024-01-06 14:07:58|2024-04-14 19:19:10;Malicious Host|CIArmy|2024-01-04 08:41:43|2024-04-16 11:48:32
ip,167.248.133.138,US,suspicious,Malicious URL|Hybrid-Analysis|2023-08-15 13:00:04|2023-08-15 13:00:04;Brute force attack on the SMTP service of the server Relay|Blocklist.net.ua|2023-04-01 07:45:29|2023-10-01 06:17:49;Malicious Host|HoneyDB|2023-01-02 00:00:00|2023-08-25 00:00:00;Unauthorized scanning of hosts|Blocklist.net.ua|2022-09-13 03:32:51|2022-09-13 03:32:51;Scanning IPs|Maltiverse|2022-01-28 02:11:00|2022-01-28 02:11:00;Malicious Host|CIArmy|2022-04-27 03:53:29|2024-03-31 12:41:01
ip,88.249.225.247,,suspicious,Unauthorized scanning of hosts|Blocklist.net.ua|2022-09-13 02:51:52|2022-09-13 02:51:52;Malicious Host|CIArmy|2019-06-21 07:24:59|2023-08-05 07:54:50;ET CINS Active Threat Intelligence Poor Reputation IP TCP|Emerging Threats|2019-06-22 01:46:07|2022-09-09 02:23:47;ET CINS Active Threat Intelligence Poor Reputation IP UDP|Emerging Threats|2019-06-22 01:46:08|2022-09-09 02:23:54;Malicious Host|Alienvault Ip Reputation Database|2019-06-22 00:19:38|2019-07-29 06:28:57;NTP Open Resolver|Rapid7 Open Data|2019-08-05 02:50:00|2019-08-05 02:50:00
ip,162.142.125.240,US,suspicious,Unauthorized scanning of hosts|Blocklist.net.ua|2022-07-20 03:18:49|2023-07-17 06:37:38;Malicious Host|CIArmy|2022-02-17 01:46:54|2024-04-16 12:15:30
ip,205.210.31.98,CA,malicious,SSH Attacker|Blocklist.de|2023-07-06 04:24:21|2023-07-07 04:23:53;Mail Spammer|Abuseat.org|2023-04-23 10:51:05|2023-04-23 10:51:05;VPN|Maltiverse|2023-04-21 01:06:36|2023-04-21 01:06:36;DDoS attack|Maltiverse|2023-04-19 02:19:48|2023-04-21 14:22:12;IMAP Attacker|Maltiverse|2023-04-18 21:06:41|2023-04-22 21:07:28;SSH Attacker|Maltiverse|2023-04-16 23:00:23|2023-04-22 19:37:53;Malicious Host|Maltiverse|2023-04-15 15:37:38|2023-04-23 06:38:06;Bruteforce|Maltiverse|2023-04-15 00:56:21|2023-04-22 21:07:28;HTTP Scrapper|Maltiverse|2023-04-15 00:56:21|2023-04-15 00:56:21;HTTP Attacker|Maltiverse|2023-04-15 00:56:21|2023-04-23 01:19:02;Hacking|Maltiverse|2023-04-15 00:03:13|2023-04-23 09:37:40;Port Scanner|Maltiverse|2023-04-14 23:25:15|2023-04-23 10:03:33;Malicious Host|HoneyDB|2023-04-22 00:00:00|2024-04-11 00:00:00
ip,94.232.41.124,RU,malicious,Mail Spammer|Abuseat.org|2024-02-27 09:09:00|2024-02-27 09:09:00;ET CINS Active Threat Intelligence Poor Reputation IP TCP|Emerging Threats|2024-02-27 14:35:41|2024-03-08 14:21:11;ET CINS Active Threat Intelligence Poor Reputation IP UDP|Emerging Threats|2024-02-27 14:35:50|2024-03-08 14:21:19;Malicious Host|CIArmy|2024-02-27 09:08:49|2024-03-20 12:17:04
ip,167.94.138.129,US,suspicious,Unauthorized scanning of hosts|Blocklist.net.ua|2022-09-13 03:32:37|2023-09-03 05:57:06;Malicious Host|HoneyDB|2023-01-04 00:00:00|2024-04-11 00:00:00;Malicious Host|CIArmy|2022-04-27 03:53:52|2024-04-16 12:20:30
ip,205.210.31.241,CA,malicious,SSH Attacker|Blocklist.de|2023-04-22 05:00:20|2024-03-12 04:16:00;Malicious Host|HoneyDB|2023-04-15 00:00:00|2024-04-11 00:00:00
ip,167.94.145.81,US,suspicious,Unauthorized scanning of hosts|Blocklist.net.ua|2022-08-29 03:05:34|2023-04-21 07:01:36;Malicious Host|CIArmy|2022-04-27 03:54:02|2024-04-16 12:20:46
ip,185.224.128.17,NL,malicious,IMAP Attacker|Maltiverse|2022-11-27 21:05:54|2022-11-29 21:05:04;SSH Attacker|Maltiverse|2022-11-24 08:41:32|2022-11-24 08:41:32;DDoS attack|Maltiverse|2022-11-21 10:27:02|2022-11-21 10:27:02;Mail Spammer|Maltiverse|2022-11-19 05:18:13|2022-11-26 20:46:50;HTTP Scrapper|Maltiverse|2022-11-18 20:09:08|2022-11-18 20:09:08;HTTP Attacker|Maltiverse|2022-11-18 20:09:08|2022-11-26 20:46:50;Bruteforce|Maltiverse|2022-11-18 20:04:15|2022-11-29 21:05:04;Port Scanner|Maltiverse|2022-11-18 19:55:20|2022-11-30 09:05:20;Hacking|Maltiverse|2022-11-18 19:55:20|2022-11-29 22:05:16;Malicious Host|Maltiverse|2022-11-18 19:55:20|2022-11-29 22:05:16;SSH Attacker|Blocklist.de|2023-07-30 03:52:45|2024-03-17 04:44:59;Malicious Host|HoneyDB|2023-01-16 00:00:00|2024-04-11 00:00:00;Malicious Host|CIArmy|2022-12-14 02:53:49|2024-04-16 12:25:46
ip,208.87.243.59,US,malicious,Mail Spammer|Abuseat.org|2024-02-16 10:05:49|2024-02-16 10:05:49;Malicious Host|CIArmy|2024-02-16 10:05:44|2024-04-13 12:39:02
