type,ip_addr,country_code,classification,blacklist
ip,185.44.77.91,FR,malicious,Mail Spammer|Barracuda|2024-03-17 12:38:48|2024-03-17 12:38:48;Mail Spammer|Abuseat.org|2024-03-17 12:38:48|2024-03-17 12:38:48;Malicious Host|CIArmy|2024-03-17 12:38:40|2024-04-02 12:42:45
ip,167.94.145.84,US,suspicious,Unauthorized scanning of hosts|Blocklist.net.ua|2022-08-29 03:05:34|2023-04-21 07:01:36;Malicious Host|CIArmy|2022-04-27 03:54:03|2024-04-16 12:20:47
ip,80.75.212.75,IN,malicious,Mail Spammer|Abuseat.org|2024-02-17 15:38:46|2024-02-17 15:38:46;ET CINS Active Threat Intelligence Poor Reputation IP TCP|Emerging Threats|2024-02-24 14:17:08|2024-04-14 19:29:01;ET CINS Active Threat Intelligence Poor Reputation IP UDP|Emerging Threats|2024-02-24 14:17:16|2024-04-14 19:29:13;Malicious Host|CIArmy|2024-02-17 15:38:41|2024-04-16 11:54:07
ip,167.94.138.144,US,suspicious,Unauthorized scanning of hosts|Blocklist.net.ua|2022-09-13 03:32:37|2023-09-03 05:57:08;Malicious Host|HoneyDB|2024-02-01 00:00:00|2024-04-11 00:00:00;Malicious Host|CIArmy|2022-04-27 03:53:56|2024-04-15 12:03:06
ip,193.163.125.224,DK,suspicious,Unauthorized scanning of hosts|Blocklist.net.ua|2022-09-13 03:51:42|2022-09-13 03:51:42;Malicious Host|CIArmy|2021-07-04 02:52:33|2022-12-14 02:56:46
ip,71.6.232.23,US,malicious,IMAP Attacker|Maltiverse|2022-10-18 21:08:46|2022-10-19 21:05:17;SSH Attacker|Maltiverse|2022-10-18 03:49:40|2022-10-18 03:49:40;Malicious Host|Maltiverse|2022-10-17 02:22:56|2022-10-19 04:22:23;Port Scanner|Maltiverse|2022-10-17 01:37:52|2022-10-20 02:20:28;Hacking|Maltiverse|2022-10-17 00:02:15|2022-10-19 21:05:17;Bruteforce|Maltiverse|2022-10-17 00:02:15|2022-10-19 21:05:17;HTTP Scrapper|Maltiverse|2022-10-17 00:02:15|2022-10-17 01:01:34;HTTP Attacker|Maltiverse|2022-10-17 00:02:15|2022-10-17 21:14:16;Malicious Host|HoneyDB|2023-01-09 00:00:00|2023-11-13 00:00:00;SSH Attacker|Blocklist.de|2023-11-13 03:42:34|2023-11-14 03:08:41;ET CINS Active Threat Intelligence Poor Reputation IP TCP|Emerging Threats|2022-11-07 02:16:27|2024-04-14 19:27:30;ET CINS Active Threat Intelligence Poor Reputation IP UDP|Emerging Threats|2022-11-07 02:16:30|2024-04-14 19:27:42;Malicious Host|CIArmy|2022-10-20 02:48:57|2024-04-16 11:53:05
ip,80.66.83.47,RU,malicious,Bruteforce|Maltiverse|2023-12-25 18:31:23|2023-12-26 00:42:42;DDoS attack|Maltiverse|2023-12-25 16:31:16|2023-12-26 00:25:18;Port Scanner|Maltiverse|2023-12-25 14:53:05|2023-12-26 00:25:18;Hacking|Maltiverse|2023-12-25 14:53:05|2023-12-26 00:25:18;Malicious Host|Maltiverse|2023-12-25 14:53:05|2023-12-25 14:53:05;ET CINS Active Threat Intelligence Poor Reputation IP TCP|Emerging Threats|2023-12-27 13:13:29|2024-04-14 19:28:59;ET CINS Active Threat Intelligence Poor Reputation IP UDP|Emerging Threats|2023-12-27 13:13:37|2024-04-14 19:29:11;Malicious Host|CIArmy|2023-12-26 08:16:30|2024-04-16 11:54:05
ip,205.210.31.108,CA,malicious,Mail Spammer|Blocklist.de|2023-09-14 02:56:33|2023-09-15 02:54:03;IMAP Attacker|Blocklist.de|2023-09-14 02:48:14|2023-09-15 02:45:52;Malicious Host|HoneyDB|2023-04-15 00:00:00|2024-03-28 00:00:00;SSH Attacker|Blocklist.de|2023-11-28 03:44:46|2024-03-31 04:52:28
ip,205.210.31.197,CA,malicious,DDoS attack|Maltiverse|2023-04-19 07:19:57|2023-04-22 20:23:19;SSH Attacker|Maltiverse|2023-04-18 22:55:16|2023-04-20 11:11:16;HTTP Scrapper|Maltiverse|2023-04-18 19:17:04|2023-04-18 19:17:04;Mail Spammer|Maltiverse|2023-04-18 18:19:36|2023-04-18 18:19:36;IMAP Attacker|Maltiverse|2023-04-17 21:13:05|2023-04-22 21:13:39;Bruteforce|Maltiverse|2023-04-17 21:13:05|2023-04-22 21:13:39;Malicious Host|Maltiverse|2023-04-15 01:10:50|2023-04-23 09:30:36;Hacking|Maltiverse|2023-04-14 23:39:07|2023-04-23 07:31:40;HTTP Attacker|Maltiverse|2023-04-14 23:35:39|2023-04-23 06:55:22;Port Scanner|Maltiverse|2023-04-14 23:16:21|2023-04-23 10:04:09;SSH Attacker|Blocklist.de|2023-04-26 03:10:12|2024-02-12 03:36:07;Malicious Host|HoneyDB|2023-04-23 00:00:00|2024-03-31 00:00:00
ip,162.243.137.18,US,malicious,Mail Spammer|Blocklist.de|2020-06-15 02:00:38|2023-08-26 03:01:54;DDoS attack|Blocklist.net.ua|2020-05-19 01:50:19|2020-07-19 09:18:01;Malicious Host|Alienvault Ip Reputation Database|2020-04-30 00:56:39|2020-10-15 07:42:38;Malicious Host|HoneyDB|2020-05-04 00:00:00|2024-03-28 00:00:00;Malicious Host|CIArmy|2020-04-30 07:52:48|2024-04-16 12:18:00
