type,ip_addr,country_code,classification,blacklist
ip,198.235.24.169,CA,malicious,Bruteforce login attacker|Blocklist.de|2022-09-30 02:01:24|2022-09-30 02:01:24;HTTP Attacker|Blocklist.de|2022-09-29 00:29:49|2022-09-30 01:53:39;IMAP Attacker|Maltiverse|2022-08-27 21:10:59|2022-09-03 21:05:28;HTTP Scrapper|Maltiverse|2022-08-26 20:24:45|2022-09-03 22:00:01;SIP Attacker|Maltiverse|2022-08-25 16:56:48|2022-09-03 19:27:20;SSH Attacker|Maltiverse|2022-08-20 08:21:55|2022-09-01 18:46:51;HTTP Attacker|Maltiverse|2022-08-20 07:05:58|2022-09-05 00:30:23;Malicious Host|Maltiverse|2022-08-19 15:15:28|2022-09-02 01:30:35;Bruteforce|Maltiverse|2022-08-19 01:15:36|2022-09-06 02:05:32;Port Scanner|Maltiverse|2022-08-19 00:31:02|2022-09-06 15:16:21;Hacking|Maltiverse|2022-08-19 00:31:02|2022-09-06 11:24:28;Unauthorized scanning of hosts|Blocklist.net.ua|2022-09-13 03:55:51|2023-09-03 06:43:39;Mail Spammer|Abuseat.org|2022-12-28 05:35:25|2022-12-28 18:00:13;SSH Attacker|Blocklist.de|2023-01-19 02:51:41|2024-03-12 04:13:08;Malicious Host|HoneyDB|2022-09-30 00:00:00|2024-04-11 00:00:00
ip,35.203.211.185,US,suspicious,Malicious Host|HoneyDB|2023-08-21 00:00:00|2023-11-13 00:00:00;Malicious Host|CIArmy|2023-04-20 08:13:57|2024-05-01 11:13:28;ET CINS Active Threat Intelligence Poor Reputation IP TCP|Emerging Threats|2023-04-21 11:49:45|2024-05-01 18:53:40;ET CINS Active Threat Intelligence Poor Reputation IP UDP|Emerging Threats|2023-04-21 11:49:50|2024-05-01 18:53:52
ip,91.148.190.150,BG,malicious,DDoS attack|Maltiverse|2023-05-25 17:24:35|2023-05-25 17:24:35;Port Scanner|Maltiverse|2023-05-25 07:09:50|2023-05-27 04:37:44;Hacking|Maltiverse|2023-05-25 07:09:49|2023-05-27 04:37:44;Bruteforce|Maltiverse|2023-05-25 07:09:49|2023-05-25 13:50:15;HTTP Scrapper|Maltiverse|2023-05-25 07:09:49|2023-05-25 07:09:49;HTTP Attacker|Maltiverse|2023-05-25 07:09:49|2023-05-25 07:09:49;Malicious Host|CIArmy|2023-05-27 07:23:21|2024-04-30 11:20:30;ET CINS Active Threat Intelligence Poor Reputation IP TCP|Emerging Threats|2023-05-27 10:46:32|2024-05-01 19:23:22;ET CINS Active Threat Intelligence Poor Reputation IP UDP|Emerging Threats|2023-05-27 10:46:37|2024-05-01 19:23:34
ip,206.214.11.153,,suspicious,IMAP Attacker|Blocklist.de|2018-07-01 06:32:50|2018-09-13 06:52:20;Mail Spammer|Blocklist.de|2018-07-01 06:35:23|2018-09-13 06:56:37
ip,35.203.210.39,US,suspicious,Malicious Host|HoneyDB|2023-05-01 00:00:00|2023-12-04 00:00:00;Malicious Host|CIArmy|2023-04-20 08:13:40|2024-05-01 11:12:54;ET CINS Active Threat Intelligence Poor Reputation IP TCP|Emerging Threats|2023-04-21 11:49:13|2024-05-01 18:52:14;ET CINS Active Threat Intelligence Poor Reputation IP UDP|Emerging Threats|2023-04-21 11:49:18|2024-05-01 18:52:26
ip,139.59.42.255,IN,malicious,SSH Attacker|Blocklist.de|2023-08-30 03:21:37|2023-08-31 03:25:22;HTTP flood requests to the websites|Blocklist.net.ua|2019-06-12 01:01:48|2019-07-12 00:55:18;HTTP Spammer|GPF DNS Blocklist|2019-07-15 08:25:19|2019-07-15 08:25:19;HTTP bot|Blocklist.de|2019-07-21 00:31:47|2023-06-29 03:36:34;HTTP Attacker|Blocklist.de|2019-06-07 00:14:15|2019-07-25 00:24:02;Bruteforce login attacker|Blocklist.de|2019-06-07 00:18:11|2019-07-25 00:26:57;HTTP Spammer|Cleantalk.org|2019-06-16 07:33:19|2019-08-01 07:24:37;DDoS attack|Blocklist.net.ua|2019-07-17 00:53:40|2019-10-17 07:27:57;Malicious Host|HoneyDB|2023-08-17 00:00:00|2024-02-02 00:00:00;Malicious Host|CIArmy|2023-06-05 07:26:44|2024-05-01 11:42:52
ip,143.198.155.160,US,malicious,Hacking|Maltiverse|2022-10-03 00:17:56|2022-10-04 03:45:54;Bruteforce|Maltiverse|2022-10-03 00:14:17|2022-10-03 00:14:17;Port Scanner|Maltiverse|2022-10-02 17:15:15|2022-10-04 03:45:54;Malicious Host|CIArmy|2022-10-04 04:10:19|2024-05-01 11:43:20
ip,199.195.248.113,US,malicious,Mail Spammer|Barracuda|2024-04-06 12:09:55|2024-04-06 12:09:55;Mail Spammer|Abuseat.org|2024-04-06 12:09:55|2024-04-06 12:09:55;Malicious Host|CIArmy|2024-04-06 12:09:53|2024-05-01 12:04:30
ip,35.203.210.97,US,suspicious,Malicious Host|HoneyDB|2023-04-26 00:00:00|2024-04-11 00:00:00;Malicious Host|CIArmy|2023-04-20 08:13:46|2024-05-01 11:13:08;ET CINS Active Threat Intelligence Poor Reputation IP TCP|Emerging Threats|2023-04-21 11:49:25|2024-05-01 18:52:53;ET CINS Active Threat Intelligence Poor Reputation IP UDP|Emerging Threats|2023-04-21 11:49:30|2024-05-01 18:53:05
ip,45.227.253.130,,malicious,IMAP Attacker|Blocklist.de|2019-09-28 00:38:56|2019-10-03 07:05:54;Known attacker|Blocklist.de|2019-10-01 00:41:18|2019-11-14 07:05:24;Mail Spammer|Blocklist.de|2019-09-28 00:41:38|2019-11-14 07:07:34;Malicious Host|CIArmy|2024-03-13 09:45:04|2024-05-01 11:16:51;ET CINS Active Threat Intelligence Poor Reputation IP TCP|Emerging Threats|2024-03-16 14:01:20|2024-05-01 19:00:43;ET CINS Active Threat Intelligence Poor Reputation IP UDP|Emerging Threats|2024-03-16 14:01:32|2024-05-01 19:00:59
ip,78.128.114.2,BG,malicious,Malicious Host|HoneyDB|2023-03-12 00:00:00|2023-10-08 00:00:00;Malicious Host|CIArmy|2024-02-16 09:33:08|2024-05-01 11:26:29;ET CINS Active Threat Intelligence Poor Reputation IP TCP|Emerging Threats|2024-02-24 14:16:21|2024-05-01 19:20:30;ET CINS Active Threat Intelligence Poor Reputation IP UDP|Emerging Threats|2024-02-24 14:16:29|2024-05-01 19:20:42
ip,94.156.248.22,GB,malicious,Mail Spammer|Abuseat.org|2024-04-05 12:06:44|2024-04-05 12:06:44;ET CINS Active Threat Intelligence Poor Reputation IP TCP|Emerging Threats|2024-04-05 20:19:20|2024-04-29 19:03:27;ET CINS Active Threat Intelligence Poor Reputation IP UDP|Emerging Threats|2024-04-05 20:19:34|2024-04-29 19:03:40;Malicious Host|CIArmy|2024-04-05 12:06:42|2024-05-01 11:28:19
