type,ip_addr,country_code,classification,blacklist
ip,173.212.202.22,DE,suspicious,Application.OpenCandy|Hybrid-Analysis|2018-06-03 22:02:18|2018-06-03 22:02:18;HTTP Attacker|Blocklist.de|2019-05-29 00:33:02|2019-05-30 07:24:12;Adware.DealPly|Hybrid-Analysis|2020-03-05 07:15:33|2020-03-05 07:15:33;Generic.Malware|Hybrid-Analysis|2020-04-13 14:30:18|2020-04-13 14:30:18;Malware|Hybrid-Analysis|2021-09-27 15:32:02|2021-12-02 12:30:52
ip,198.235.24.227,CA,suspicious,Mail Spammer|Abuseat.org|2023-04-24 13:16:36|2023-04-24 13:16:36;SSH Attacker|Blocklist.de|2023-12-13 03:27:26|2024-03-26 04:14:32;Malicious Host|HoneyDB|2023-04-24 00:00:00|2024-03-31 00:00:00
ip,192.145.117.237,DE,suspicious,HTTP Spammer|StopForumSpam.com|2021-04-18 11:31:28|2022-07-25 04:36:38
ip,91.148.190.150,BG,malicious,DDoS attack|Maltiverse|2023-05-25 17:24:35|2023-05-25 17:24:35;Port Scanner|Maltiverse|2023-05-25 07:09:50|2023-05-27 04:37:44;Hacking|Maltiverse|2023-05-25 07:09:49|2023-05-27 04:37:44;Bruteforce|Maltiverse|2023-05-25 07:09:49|2023-05-25 13:50:15;HTTP Scrapper|Maltiverse|2023-05-25 07:09:49|2023-05-25 07:09:49;HTTP Attacker|Maltiverse|2023-05-25 07:09:49|2023-05-25 07:09:49;Malicious Host|CIArmy|2023-05-27 07:23:21|2024-04-30 11:20:30;ET CINS Active Threat Intelligence Poor Reputation IP TCP|Emerging Threats|2023-05-27 10:46:32|2024-05-01 19:23:22;ET CINS Active Threat Intelligence Poor Reputation IP UDP|Emerging Threats|2023-05-27 10:46:37|2024-05-01 19:23:34
ip,5.189.157.90,,suspicious,HTTP Attacker|Blocklist.de|2019-05-29 00:33:41|2019-05-30 07:25:33
ip,35.203.211.47,US,malicious,Malicious Host|HoneyDB|2023-04-26 00:00:00|2024-03-31 00:00:00;Malicious Host|CIArmy|2023-04-20 08:14:07|2024-05-04 11:49:58;ET CINS Active Threat Intelligence Poor Reputation IP TCP|Emerging Threats|2023-04-21 11:50:05|2024-05-04 19:59:58;ET CINS Active Threat Intelligence Poor Reputation IP UDP|Emerging Threats|2023-04-21 11:50:11|2024-05-04 20:00:13
ip,84.0.131.77,HU,suspicious,Proxy|FireHOL|2023-02-05 05:28:00|2024-03-27 06:10:58
ip,91.92.250.95,BG,suspicious,Mail Spammer|Abuseat.org|2024-01-04 08:47:00|2024-01-04 08:47:00;Malicious Host|CIArmy|2024-01-04 08:46:57|2024-01-13 09:25:46;ET CINS Active Threat Intelligence Poor Reputation IP TCP|Emerging Threats|2024-01-06 14:17:50|2024-01-13 15:29:29;ET CINS Active Threat Intelligence Poor Reputation IP UDP|Emerging Threats|2024-01-06 14:17:59|2024-01-13 15:29:40
ip,65.51.58.1,,suspicious,HTTP Spammer|Cleantalk.org|2019-05-11 07:31:21|2019-05-11 07:31:21
ip,176.97.210.129,RU,malicious,Mail Spammer|Abuseat.org|2023-09-14 07:41:36|2023-09-14 07:41:36;Bruteforce|Maltiverse|2023-09-13 06:06:10|2023-09-13 14:22:42;HTTP Scrapper|Maltiverse|2023-09-13 06:06:10|2023-09-13 06:06:10;HTTP Attacker|Maltiverse|2023-09-13 06:06:10|2023-09-13 06:06:10;Malicious Host|Maltiverse|2023-09-13 05:59:51|2023-09-13 17:56:24;Hacking|Maltiverse|2023-09-13 05:49:25|2023-09-14 07:31:51;Port Scanner|Maltiverse|2023-09-13 05:04:11|2023-09-14 07:31:51;Brute force passwords using SSH on server S19|Blocklist.net.ua|2023-11-03 06:35:30|2023-11-03 06:35:30;SSH Attacker|Blocklist.de|2023-11-22 03:35:05|2023-11-23 03:36:14;Brute force passwords using SSH on server RS1|Blocklist.net.ua|2024-03-18 09:32:15|2024-03-18 09:32:15;Brute force passwords using SSH on server S25|Blocklist.net.ua|2024-03-23 09:30:11|2024-03-23 09:30:11;Brute force passwords using SSH on server S24|Blocklist.net.ua|2024-03-26 09:49:39|2024-03-26 09:49:39;Malicious Host|HoneyDB|2023-11-04 00:00:00|2024-04-11 00:00:00;Brute force passwords using SSH on server RELAY|Blocklist.net.ua|2024-04-14 09:29:47|2024-04-14 09:29:47;Malicious Host|CIArmy|2023-09-14 07:41:34|2024-05-04 12:34:03
