type,ip_addr,country_code,classification,blacklist
ip,91.148.190.150,BG,malicious,DDoS attack|Maltiverse|2023-05-25 17:24:35|2023-05-25 17:24:35;Port Scanner|Maltiverse|2023-05-25 07:09:50|2023-05-27 04:37:44;Hacking|Maltiverse|2023-05-25 07:09:49|2023-05-27 04:37:44;Bruteforce|Maltiverse|2023-05-25 07:09:49|2023-05-25 13:50:15;HTTP Scrapper|Maltiverse|2023-05-25 07:09:49|2023-05-25 07:09:49;HTTP Attacker|Maltiverse|2023-05-25 07:09:49|2023-05-25 07:09:49;Malicious Host|CIArmy|2023-05-27 07:23:21|2024-04-30 11:20:30;ET CINS Active Threat Intelligence Poor Reputation IP TCP|Emerging Threats|2023-05-27 10:46:32|2024-05-01 19:23:22;ET CINS Active Threat Intelligence Poor Reputation IP UDP|Emerging Threats|2023-05-27 10:46:37|2024-05-01 19:23:34
ip,198.235.24.71,CA,malicious,Mail Spammer|Abuseat.org|2023-04-23 10:45:55|2023-04-23 10:45:55;IMAP Attacker|Maltiverse|2023-04-21 21:09:35|2023-04-22 21:06:14;SSH Attacker|Maltiverse|2023-04-18 01:07:44|2023-04-22 22:49:03;Bruteforce|Maltiverse|2023-04-15 15:11:11|2023-04-22 22:54:12;Malicious Host|Maltiverse|2023-04-15 15:11:11|2023-04-21 08:51:25;HTTP Attacker|Maltiverse|2023-04-15 00:50:07|2023-04-23 05:36:03;Port Scanner|Maltiverse|2023-04-15 00:01:18|2023-04-23 10:03:37;Hacking|Maltiverse|2023-04-15 00:01:18|2023-04-23 07:31:39;IMAP Attacker|Blocklist.de|2023-10-31 02:34:28|2023-11-01 02:40:08;Mail Spammer|Blocklist.de|2023-10-31 02:44:34|2023-11-01 02:54:19;SSH Attacker|Blocklist.de|2023-08-03 04:02:42|2023-12-08 03:22:18;Malicious Host|HoneyDB|2023-04-22 00:00:00|2024-04-16 00:00:00
ip,185.106.94.117,RU,malicious,Mail Spammer|Abuseat.org|2023-07-15 08:16:47|2023-07-15 08:16:47;Malicious Host|HoneyDB|2023-07-27 00:00:00|2024-03-27 00:00:00;Malicious Host|CIArmy|2023-07-15 08:16:45|2024-04-27 11:41:28
ip,35.203.211.136,US,malicious,Malicious Host|HoneyDB|2023-04-23 00:00:00|2024-04-11 00:00:00;ET CINS Active Threat Intelligence Poor Reputation IP TCP|Emerging Threats|2023-04-21 11:49:34|2024-05-01 18:53:16;ET CINS Active Threat Intelligence Poor Reputation IP UDP|Emerging Threats|2023-04-21 11:49:39|2024-05-01 18:53:28;Malicious Host|CIArmy|2023-04-20 08:13:51|2024-05-03 09:58:53
ip,49.51.231.164,US,malicious,Mail Spammer|Abuseat.org|2024-01-04 08:41:42|2024-01-04 08:41:42;Malicious Host|HoneyDB|2024-04-11 00:00:00|2024-04-11 00:00:00;ET CINS Active Threat Intelligence Poor Reputation IP TCP|Emerging Threats|2024-01-06 14:07:48|2024-05-01 19:10:59;ET CINS Active Threat Intelligence Poor Reputation IP UDP|Emerging Threats|2024-01-06 14:07:57|2024-05-01 19:11:12;Malicious Host|CIArmy|2024-01-04 08:41:42|2024-05-03 10:07:44
ip,198.235.24.112,CA,malicious,Mail Spammer|Abuseat.org|2023-04-23 10:44:22|2023-04-23 10:44:22;IMAP Attacker|Maltiverse|2023-04-21 21:06:53|2023-04-22 21:07:13;Mail Spammer|Maltiverse|2023-04-20 08:04:45|2023-04-20 08:04:45;DDoS attack|Maltiverse|2023-04-18 11:19:07|2023-04-21 09:21:54;HTTP Scrapper|Maltiverse|2023-04-18 05:30:07|2023-04-21 03:18:26;SSH Attacker|Maltiverse|2023-04-18 01:41:31|2023-04-22 23:10:01;HTTP Attacker|Maltiverse|2023-04-15 00:47:47|2023-04-23 04:27:53;Port Scanner|Maltiverse|2023-04-15 00:01:33|2023-04-23 10:03:48;Hacking|Maltiverse|2023-04-15 00:01:33|2023-04-23 04:08:40;Bruteforce|Maltiverse|2023-04-14 23:10:30|2023-04-22 21:07:13;Malicious Host|Maltiverse|2023-04-14 23:10:30|2023-04-22 23:57:17;SSH Attacker|Blocklist.de|2023-09-23 03:44:47|2023-10-30 03:30:09;Malicious Host|HoneyDB|2023-04-23 00:00:00|2024-04-16 00:00:00
ip,80.82.77.33,NL,malicious,Anonymizer|FireHol|2022-12-29 16:20:36|2022-12-30 03:50:39;Malicious Host|GreenSnow|2017-11-11 13:55:00|2017-11-11 13:55:00;Anonymizer|Maltiverse|2018-04-19 10:25:30|2018-04-19 10:25:30;Malware site|Hybrid-Analysis|2018-07-07 23:15:15|2018-07-07 23:15:15;SNMP Attacker|Nothink.org|2018-07-22 08:22:56|2018-07-22 08:22:56;HTTP Attacker|BadIPs|2018-09-09 06:29:35|2019-03-26 06:49:35;Telnet attacker|Greynoise|2019-05-17 00:00:00|2019-07-08 00:00:00;SSH attacker|Greynoise|2018-07-23 00:00:00|2019-07-08 00:00:00;VNC Attacker|Greynoise|2019-05-14 00:00:00|2019-07-29 00:00:00;Bluekeep Attacker|Greynoise|2019-06-26 00:00:00|2019-07-27 00:00:00;HTTP flood requests to the websites|Blocklist.net.ua|2019-02-09 07:40:13|2019-09-20 07:16:44;Bots|IBM X-Force Exchange|2017-03-21 00:19:00|2019-11-23 00:38:00;Scanning IPs|IBM X-Force Exchange|2017-03-27 02:53:00|2019-11-26 11:26:00;Mail Spammer|Abuseat.org|2020-04-04 02:39:54|2020-04-04 02:39:54;DDoS attack|Blocklist.net.ua|2019-10-04 00:48:43|2020-07-16 09:13:24;Anonymizer|Maltiverse Research Team|2020-11-21 17:53:08|2021-05-23 01:22:28;Unauthorized scanning of hosts|Blocklist.net.ua|2020-07-17 03:06:52|2023-09-02 04:33:07;Malicious Host|Alienvault Ip Reputation Database|2017-10-15 08:31:28|2021-08-25 02:49:58;HTTP Attacker|Blocklist.de|2017-12-05 16:49:22|2022-10-23 02:05:13;Bruteforce login attacker|Blocklist.de|2020-04-04 00:24:15|2022-08-23 01:56:05;FTP Attacker|Blocklist.de|2023-12-06 02:30:48|2024-01-26 02:39:40;IMAP Attacker|Blocklist.de|2017-11-13 12:06:42|2024-02-15 02:27:38;Mail Spammer|Blocklist.de|2017-11-01 17:03:10|2024-02-15 02:39:33;Proxy|FireHOL|2023-01-01 03:42:20|2024-04-14 21:36:21;SSH Attacker|Blocklist.de|2017-11-27 14:34:58|2024-04-16 04:41:51;Malicious Host|HoneyDB|2019-07-09 00:00:00|2024-04-29 00:00:00;ET CINS Active Threat Intelligence Poor Reputation IP TCP|Emerging Threats|2017-10-15 14:12:54|2024-05-01 19:21:16;ET CINS Active Threat Intelligence Poor Reputation IP UDP|Emerging Threats|2017-10-15 14:12:57|2024-05-01 19:21:28;Malicious Host|CIArmy|2017-11-11 18:05:31|2024-05-03 10:13:08
ip,108.165.94.178,IN,malicious,Mail Spammer|Abuseat.org|2024-03-25 12:08:00|2024-03-25 12:08:00;Brute force passwords using SSH on server PS2|Blocklist.net.ua|2024-03-28 08:15:53|2024-03-28 08:15:53;Brute force passwords using SSH on server S17|Blocklist.net.ua|2024-04-29 07:51:52|2024-04-29 07:51:52;Malicious Host|CIArmy|2024-03-25 12:07:52|2024-05-03 10:19:42
ip,207.180.192.206,DE,suspicious,Malware|Hybrid-Analysis|2021-12-07 13:01:03|2021-12-11 13:17:49
ip,162.216.149.243,US,malicious,Malicious Host|HoneyDB|2023-04-22 00:00:00|2024-03-28 00:00:00;Malicious Host|CIArmy|2023-04-20 08:28:18|2024-05-03 10:33:54
